,Section ID,Text Section,Title,Author,Translated Text
272938,Data/tlg2042tlg0191st1K-grc1_clean.xml1-0-0-2-20-30-1,"
			15 οὕτως ἀνοήτους λεγομένους ABC 16 ἐξῄτει] ἐπιζητεῖ AC
17 προσαγάγοι 21 οὐ μὴν ἐκ τούτων βούλομαι συστῆσαι
(om. in textu, suppl. in marg.) 23 σαφηνεία] U+05D0 ; ἀσαφεία BC
		",Philocalia,Origen,None
273254,Data/tlg2042tlg0191st1K-grc1_clean.xml1-0-0-2-24-1-2-1,"
			7—10 om. οὔτε τὸ—συνεισαγάγωμεν cat 8 οὔτε] οὐδὲ B
9 τῶ ἀγαθῶ B 10 συνεισάγωμεν AC 12 om. γενέσθαι B
24 C. Cels. v. 25 (Ru. 1. 596)
		",Philocalia,Origen,None
276870,Data/tlg0527tlg0191st1K-grc1_clean.xml1-0-0-10-15-0,"
			καὶ τὴν εὐχαριστίαν
οὐ μόνον ἐκ τῶν ἀνθρώπων ἀνταναιροῦντες, ἀλλὰ καὶ τοῖς τῶν ἀπειραγάθων
κόμποις ἐπαρθέντες, τοῦ τὰ πάντα κατοπτεύοντος ἀεὶ θεοῦ
μισοπόνηρον ὑπολαμβάνουσιν ἐκφεύξεσθαι δίκην.
		",Esther,Septuaginta,None
277387,Data/tlg1463tlg0011st1K-grc1_clean.xml1-0-0-9-2-0,"
			³ἐντυγχάνουσιν αἱ ψυχαὶ τῶν
ἀνθρώπων λεγόντων Εἰσαγάγετε τὴν κρίσιν ἡμῶν πρὸς τὸν ὕψιστον.
		",Apocalypsis Enochi,Liber Enoch,None
282067,Data/tlg4013tlg004opp-grc1_clean.xml1-0-0-11-113-19,"
			15 ὑπαντῆσαι AFM Simplicii more: ἀπαντῆσαι a et Αristoteles τἄ aM: om.
AF 21 συνεχῶς οὗτε πάλιν om. Α, sed suppl. in marg. Α1 22 στάσεις a
36 Χοιρίλος] fr. 9 p. 169 Naek., fr. 10 p. 271 Kinkel. Moscho idem tribuit Philoponus
p. 826,14 haud scio an recordatus Bionis fr. 15 (11) ex Stob. flor. XXIX 52 38 post
ῥαγάδι add. τοῦ a
		",In Aristotelis physicorum libros commentaria,Simplicius,None
282988,Data/tlg0527tlg0511st1K-grc1_clean.xml1-0-0-3-20-2,"
			Γείχη Σειών, καταγάγετε ὡς χειμάρρους δάκρυα ἡμέρας καὶ
		",Threni seu Lamentationes,Septuaginta,None
284194,Data/tlg0527tlg034opp-grc2_clean.xml1-0-0-8-28-2,"
			καὶ ἐπαγάγῃς· τῇ ψυχῇ σου ἀτιμίαν,
		",Ecclesiasticus,Septuaginta,None
291063,Data/tlg0527tlg0261st1K-grc1_clean.xml1-0-0-11-3-0,"
			πρὸς ταῦτα εἵ τι ἔχετε κολαστήριον,
προσαγάγετε τῷ σώματί μου· τῆς γὰρ ψυχῆς μου, οὐδʼ ἡυ
θέλητε, ἅψεσθε.
		",Machabaeorum iv,Septuaginta,None
293246,Data/tlg0527tlg0161st1K-grc1_clean.xml1-0-0-25-4-0,"
			καὶ συνήγαγεν τοὺς ἱερεῖς καὶ τοὺς Λευείτας καὶ εἶπεν
αὐτοῖς Ἐξέλθατε εἰς τὰς πόλεις Ἰούδα καὶ συναγάγετε ἀπὸ παντὸς
Ἰσραὴλ ἀργύριον κατισχῦσαι τὸν οἶκον Κυρίου ἐνιαυτὸν κατʼ ἐνίαυτόν,
καὶ σπεύσατε λαλῆσαι· καὶ οὐκ ἐπίστευσαν οἱ Λευεῖται.
		",Paralipomenon II sive Chronicon II,Septuaginta,None
293362,Data/tlg0527tlg0161st1K-grc1_clean.xml1-0-0-29-14-0,"
			καὶ εἶπαν αὐτοῖς Οὐ μὴ εἰσαγάγητε τὴν αἰχμαλωσίαν ὧδε πρὸς
ἡμᾶς, ὅτι εἰς τὸ ἁμαρτάνειν τῷ κυρίῳ ἐφʼ ἡμᾶς ὑμεῖς λέγετε, προσθεῖναι
ἐπὶ ταῖς ἁμαρτίαις ἡμῶν καὶ ἐπὶ τὴν ἄγνοιαν, ὅτι πολλὴ ἡ ἁμαρτία
ἡμῶν καὶ ἀργὴ Κυρίου θεοῦ ἐπὶ τὸν Ἰσραήλ.
		",Paralipomenon II sive Chronicon II,Septuaginta,None
293416,Data/tlg0527tlg0161st1K-grc1_clean.xml1-0-0-30-30-0,"
			καὶ ἀπεκρίθη Ἐζεκίας καὶ εἶπεν
Νῦν ἐπληρώσατε τὰς χεῖρας ὑμῶν Κυρίῳ, προσαγάγετε καὶ φέρετε
θυσίας καὶ αἰνέσεως εἰς οἶκον Κυρίου· καὶ ἀνήνεγκεν ἡ ἐκκλησία
θυσίας καὶ αἰνέσεως εἰς οἶκον Κυρίου, καὶ πᾶς πρόθυμος τῇ καρδίᾳ
ὁλοκαυτώσεις.
		",Paralipomenon II sive Chronicon II,Septuaginta,None
293629,Data/tlg0527tlg0161st1K-grc1_clean.xml1-0-0-36-26-0,"
			 καὶ ἐτόξευσαν οἱ τοξόται ἐπὶ βασιλέα Ἰωσείαν· καὶ εἶπεν ὁ βασιλεὺς
τοῖς παισὶν αὐτοῦ Ἐξαγάγετέ με, ὅτι ἐπόνεσα σφόδρα.
		",Paralipomenon II sive Chronicon II,Septuaginta,None
296965,Data/tlg0527tlg006opp-grc2_clean.xml1-0-0-4-4-0,"
			εἶπεν αὐτοῖς Προσαγάτετε
ἔμπροσθέν  μου πρὸ προσώπου κυρίου εἰς μέσον τοῦ 
		",Josue (Cod. Vaticanus + Cod. Alexandrinus),Septuaginta,None
303319,Data/tlg2021tlg001opp-grc1_clean.xml1-0-0-93-2-0,"
			οὐ γὰρ τὰ πρὸς τοὺς ὀστέα ὀστέα ἐγγὺς τῶν μερῶν τῆς κεφαλῆς κατὰ
λήθην ἐβάδιζεν οὐδὲ οἱ τοῦ τραχήλου σπόνδυλοι περὶ τὰς τῶν ἀστραγάλων
ἁρμονίας πλανώμενοι τὸν τόπον ἐζήτουν, ἀλλ᾿ ἓκαστον τῶν

		",Ancoratus,Epiphanius,None
304785,Data/tlg0086tlg0031st1K-grc1_clean.xml1-0-0-45-0-2,"
			14 Poll. VIII 96 ὁ δ’ ἐπιστάτης καλούμενός ἐστιν εἷς τῶν πρυτάνεων ὁ κλήρῳ λαχών·
δὶς δ’ οὐκ ἔξεστι γενέσθαι τὸν αὐτὸν ἐπιστάτην. ἔχει δὲ οὗτος τὰς κελεῖς τῶν ἱερῶν, ἐν οἷς
τὰ χρήματα καὶ τὰ γράμματα. καὶ ὅταν οἱ πρυτάνεις τὸν δῆμον ἢ τὴν βουλὴν συναγάγωσιν,
οὗτος ἐξ ἑκάστης φυλῆς πρόεδρον ἕνα κληροῖ μόνην τὴν πρυτανεύουσαν ἀφιείς. — Harpocr.
s. ν. ἐπιστάτης: . . . δύο εἰσὶν οἱ καθιστάμενοι ἐπιστάται, ὁ μὲν πρυτάνεων κληρούμενος, ὁ δὲ
ἐκ τῶν προέδρων, ὧν ἑκάτερος τίνα διοίκησιν διοικεῖ, δεδήλωκεν ὸ Ἀριστοτέλης ἐν Ἀθηναίων
πολιτείᾳ . . . (Epit. exscr. Suid. III cf. ex Photio Etym. genuin., unde Et. M. 364,41). Lex.
Bekk. quint. (BA 244,31): ἐπιστάτης ἄρχων ἐπὶ τῆς βουλῆς κληρωτός (κληρωτῶν cod.,
Bekker) ὁ ἐφεστὼς τοῖς ὑπὸ πάντων βουλευτῶν πραττομένοις. εἰσὶ δὲ δύο, εἷς μὲν ἐκ τῶν
πρυτάνεων κληρούμενος, ἕτερος δὲ ἐκ τῶν δέκα προέδρων, ὦν ἑκάτερος διοίκησίν τινα διῴκει.
Eadem glossa plenior extat apud Suidam ΙΙ ἐπιστάτης: τῶν πρυτάνεων εἷς ὁ λαχὼν ἐπιστάτης
στάτης ἐλεγετο. δὶς δὲ τὸν αὐτὸν ἐπιστατῆσαι οὐκ ἐξῆν. φυλάσσει δὲ τοῦ ἱεροῦ τὰς κλεῖς
ᾧ τὰ δημόσια χρήματα, ἔτι μὴν καὶ τὴν δημοσίαν σφραγῖδα. ἐπειδὰν δὲ οἱ πρυτάνεις συναγάτωσι
τὴν βουλὴν ἢ τὸν δῆμον, ὁ ἐπιστάτης κληροῖ προέδρους ἐννέα, ἀπὸ φυλῆς ἑκάστης ἕνα,
πλὴν τῆς πρυτανευούσης, καὶ πάλιν ἐκ τῶν ἐννέα τούτων ἐπιστάτην ἕνα κληροῖ, καὶ τὸ πρᾶγμα
πραδίδωσιν· αὐτὸς (lege ὗτος) δὲ εἰσάγει τὴν δίκην καὶ ἐπιμελεῖται τοῦ κατὰ νόμον πάντα
γενέσθαι καὶ μηδὲν παραλειφθῆναι πρὸς τὸ διδαχθῆναι τὸυςὸιἰαο-Λ́; et in Etym. genuino
[ex Photio], unde Et. M. 364,43 . . . . . φυλάσσει δὲ τοῦ ἱεροῦ τὰς κλεῖς, ἐν ᾧ τὰ δημόσια
χρήματα, ἔτι μὴν καὶ τὴν δημοσίαν σφραγῖδα, et in Lexico Patm. p. 13 ἐπιστάτης] οὗτος ἐκ
τῶν πρυτάνεων ἐκληροῦτο καὶ ἐπεστάτει νύκτα καὶ ἡμέραν μόνον, καὶ οὐκ ἐξῆν δεύτερον (lege
δὶς) τὸv αὐτὸν γίνεσθαι (leg. γενέσθαι). τὰς δὲ κελεῖς τῶν ἱερῶν ἐν οἷς ἐπέκειτο (lege ἀπέκειτο)
τὰ χρήματα καὶ τὰ γράμματα τῆς πόλεως (nihil amplius in codice). Eustath. ad Ρ
455 p. 1827,49 προσενθυμητέον δὲ καὶ Τηλέφου τοῦ, ὡς ἱστορεῖται, Περγαμηνοῦ, ὅτι κατὰ
τὴν ἐκείνου παράδοσιν νομική τις ἦν λέξις ἢ τεχνικὴ ἐν τοῖς μεθ’ Ὅμηρον ὁ ἐπιστάτης.
γίνεται γάρ, φησιν, ἐπιστάτης Ἀθήνησιν ἐν τῶν πρυτάνεων εἷς, ὃς ἐπιστατεῖ νύκτα ἡμέραν
μίαν, καὶ πλείω χρόνον οὐκ ἔξεστιν οὐδὲ δὶς τὸν αὐτὸν γενέσθαι, τάς τε κλεῖς
ἱερῶν>, ἐν οἷς τὰ χρήματά εἰσι, φυλάττει καὶ τὰ γράμματα τῆς πόλεως καὶ τὴν
σφραγῖδα. κληροῖ δὲ καὶ προέδρους ἐξ ἑκάστης φυλῆς ἕνα, πλὴν τῆς πρυτανευούσης, καὶ πάλιν
ἐκ τούτων ἐπιστάτην ἕνα.
		",Res Publica Atheniensium,Aristotle,None
306521,Data/tlg0527tlg048opp-grc2_clean.xml1-0-0-16-4-0,"
			καὶ ἔσται ὅν τρόπον ἐάν τις συναγάγῃ
ἀμητὸν ἑστηκότα καὶ σπέρμα σταχύων ἐν τῷ βραχίονι αὐτοῦ ἀμήσῃ.
καὶ ἔσται ὃν τρόπον ἐάν τις συναγάγῃ στάχυν ἐν φάραγγι στερεᾷ,

		",Isaias,Septuaginta,"5 And it shall be like as if one gather a standing harvest, and
reap the seed of ears of corn with his arm; and it shall be like as
if one gather an ear of corn in a barren valley,"
306753,Data/tlg0527tlg048opp-grc2_clean.xml1-0-0-28-0-0,"
			Οὐαὶ πόλις Ἀριήλ, ἢν Δαυεὶδ ἐπολέμησεν· συναγάγετε
γενήματα ἐνιαυτὸν ἐπ’ ἐνιαυτόν· φάγεσθε γὰρ σὺν Μωάβ

		",Isaias,Septuaginta,"XXIX. 1 Ah, city of Ariel, against which David made
war; collect fruits year after year: for ye shall eat with Moab."
307225,Data/tlg0527tlg048opp-grc2_clean.xml1-0-0-47-15-0,"
			προσαγάγετε
πρὸς μὲ καὶ ἀκούσατε ταῦτα, οὐκ ἀπ’ ἀρχῆς ἐν κρυφῇ ἐλάλησα,
οὐδὲ ἐν τόπῳ γῆς σκοτινῷ· ἡνίκα ἐγένετο, ἐκεῖ ἥμην, καὶ νῦν

		",Isaias,Septuaginta,None
309135,Data/tlg0093tlg0011st1K-grc1_clean.xml1-0-0-7-2-11-0,"
			ἔστι δὲ ὅλα μὲν τὰ τοιαῦτα
ἰσχυρὰ τμηθέντα δὲ ἀσθενῆ διὰ τὸ πολλὰς ἔχειν
παραλλαγάς. καλοῦσι δὲ οἱ τέκτονες ἐπίτομα
ταῦτα διὰ τὸ πρὸς τὴν χρείαν οὕτω τέμνειν.
ὅλως δὲ χείρω τὰ ἐκ τῶν ἐφύγρων καὶ εὐδιεινῶν
καὶ παλισκίων καὶ συνηρεφῶν καὶ πρὸς
τὴν τεκτονικὴν χρείαν καὶ πρὸς τὴν πυρευτικήν.
αἱ μὲν οὖν τοιαῦται διαφοραὶ πρὸς τοὺς
τόπους εἰσὶν αὐτῶν τῶν ὁμογενῶν ὥς γε ἀπλῶς
εἰπεῖν.
		",Enquiry into Plants,Theophrastus,None
309926,Data/tlg0093tlg0011st1K-grc1_clean.xml1-0-0-12-1-2-0,"
			 Ἅπαντα δὲ ταῦτα εὔοσμα καὶ σχεδὸν ὅσα
πιότητά τινα ἔχει καὶ λῖπος· ὅσα δ᾿ ἀλιπῆ ταῦτα
δ᾿ ἄοσμα, καθάπερ τὸ κόμμι καὶ τὸ τῆς ἀμυγδαλῆς.
ἔχει δὲ δάκρυον καὶ ἡ ἰξία ἡ ἐν Κρήτῃ
καὶ ἡ τραγάκανθα καλουμένη· ταύτην δὲ πρότερον
ᾤοντο μόνον ἐν Κρήτῃ φύεσθαι, νῦν δὲ
φανερὰ καὶ ἐν Ἀχαΐδι τῆς Πελοποννήσου καὶ
ἄλλοθι καὶ τῆς Ἀσίας περὶ τὴν Μήδειαν. καὶ
τούτων μὲν πάντων ἔν τε τοῖς καυλοῖς καὶ τοῖς
στελέχεσι καὶ τοῖς ἀκρεμόσι τὸ δάκρυον· ἐνίων δ᾿
ἐν ταῖς ῥίζαις, ὥσπερ τοῦ ἱπποσελίνου καὶ τῆς
σκαμμωνίας καὶ ἄλλων πολλῶν φαρμακωδῶν.
τῶν δὲ καὶ ἐν τῷ καυλῷ καὶ ἐν τῇ ῥίζῃ· καὶ γὰρ
τὸν καυλὸν ὀπίζουσιν ἐνίων καὶ τὰς ῥίζας, ὥσπερ
καὶ τοῦ σιλφίου.
		",Enquiry into Plants,Theophrastus,None
310141,Data/tlg0093tlg0011st1K-grc1_clean.xml1-0-0-12-15-7-0,"
			 Τὸ δὲ κώνειον ἄριστον περὶ Σοῦσα καὶ ἐν τοῖς
ψυχροτάτοις τόποις. γίνεται δὲ καὶ ἐν τῇ Λακωνικῇ
τὰ πολλὰ τούτων· καὶ γὰρ αὕτη πολυφάρμακος.
ἐν Ἀχαίᾳ δὲ ἥ τε τραγάκανθα πολλὴ
καὶ οὐδὲν χείρων ὡς οἴονται τῆς Κρητικῆς ἀλλὰ
καὶ τῇ ὄψει καλλίων· καὶ δαῦκον περὶ τὴν Πατραϊκὴν
διαφέρον· τοῦτο δὲ θερμαντικὸν φύσει,
ῥίζαν δὲ ἔχει μέλαιναν. φύεται δὲ τὰ πολλὰ
τούτων καὶ ἐν τῷ Παρνασῷ καὶ περὶ τὸ Τελέθριον.
καὶ ταῦτα μὲν κοινὰ πλειόνων χώρων.
		",Enquiry into Plants,Theophrastus,None
312401,Data/tlg0527tlg0481st1K-grc1_clean.xml1-0-0-8-18-0,"
			καὶ ἐλεύσονται πάντες
ἐν ταῖς φάραγξι τῆς χώρας καὶ ἐν ταῖς τρώγλαις τῶν πετρῶν καὶ
εἰς τὰ σπήλαια καὶ εἰς πᾶσαν ῤαγάδα.
		",Isaias,Septuaginta,"19 And they shall all come, and shall rest in the valleys of the
land, and in the holes of the rocks, and into the caverns, and into
every cleft, and upon every tree."
312874,Data/tlg0527tlg0481st1K-grc1_clean.xml1-0-0-28-11-0,"
			Καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ
συμφράξει ὁ θεὸς ἀπὸ τῆς διὼρυχος τοῦ ποταμοῦ ἕως Ῥινοκορούρων·
ὑμεῖς δὲ συναγάγετε κατὰ ἕνα τοὺς υἱοὺς Ἰσραήλ.
		",Isaias,Septuaginta,"12 And it shall be in that day, the Lord shall fence them in
from the channel of the river unto Rhinocolura ; and ye, gather
together one by one the children of Israel."
313485,Data/tlg0527tlg0481st1K-grc1_clean.xml1-0-0-49-15-0,"
			προσαγάγετε πρὸς μὲ καὶ
ἀκούσατε ταῦτα, οὐκ ἀπʼ ἀρχῆς ἐν §κρυφῇ λελάληκα· ἡνίκα ἐγένετο, 
		",Isaias,Septuaginta,None
313666,Data/tlg0527tlg0481st1K-grc1_clean.xml1-0-0-58-3-0,"
			ὑμεῖς δέ προσαγάγετε ὧδε, υἱοὶ ἄνομοι, σπέρμα
μοιχῶν καὶ πόρνης·
		",Isaias,Septuaginta,"3 But draw ye near hither, sons that are transgressors, ye
seed of adulterers and a whore."
317811,Data/tlg4024tlg001opp-grc2_clean.xml1-0-0-2-24-1,"
			3. Pro τῆς γῆς R. τισὶν. 8. πω R. pro που. 9. Δαβραγέζαν
R. a 2. m., Δαβραγλεζοις 1. m., Dabracezes Intpr., Δαβραγάζαν
vulg. 10. ἐπιδόντες R. 19. θαμὰ om. R.
		",Historiae,Agathias Scholasticus,None
320929,Data/tlg0527tlg011opp-grc2_clean.xml1-0-0-14-8-0,"
			καὶ εἶπεν Σαούλ Προσαγάγετε ὅπως ποιήσω ὁλοκαύτωσιν καὶ 
		",Regnorum I (Samuelis I in textu Masoretico),Septuaginta,None
325987,Data/tlg2703tlg001opp-grc2_clean.xml1-0-0-10-15-5,"
			2.τὴν C, τὸ G, τὸν P. τραγάνης G et in margine P. 4.
τοσαύτης CG. II. τοῦτο CG. 19. ἀποπτύσεσθε G et in
margine ἀποσπάσησθε. lege ἀσπάσησθε, ut supra 308, 17.
		",Alexias,Anna Comnena,None
332390,Data/tlg0527tlg002opp-grc2_clean.xml1-0-0-29-0-0,"
			Καὶ σὺ προσαγάγου πρὸς σεαυτὸν τόν τε Ἀαρὼν τὸν ἀδελφόν σου
καἰ τοὺς υἱοὺς αὐτοῦ ἐκ τῶν υἱῶν Ἰσραὴλ ἱερατεύειν μοι, Ἀαρών, κοὶ

		",Exodus,Septuaginta,None
334162,Data/tlg5023tlg0141st1K-grc1_clean.xml1-0-0-2-452-3,"
			ὦ αὔρα ποντιὰς, ποῦ με τὴν δυστυγῆ ἐπαγάγῃς, ἢ ποῖ τῶν νήσων, 
		","Scholia in Euripidis Hecubam (scholia vetera et scholia
                    recentiora Thomae Magistri, Triclinii, Moschopuli et anonyma)",Scholia Euripidem,None
335275,Data/tlg2042tlg0531st1K-grc1_clean.xml1-0-0-12-0,"
			Ὀ γὰρ Κύριος ὁ Θεός σου εἰσαγάγῃ σε εἰς γῆν ἀγαθὴν καὶ πολλήν. Ἡμῖν ὁ
                        Χριστὸς οὐ ταῦτα δώσειν ὑπέσχετο, ἀλλὰ οὐρανῶν βασιλείαν, καὶ γῆν ἀγαθὴν
                        καὶ ἀΐδιὸν, ἧς χείμαῤῥος ὁ Χριστὸς, ποτίζων τοῖς τῆς σοφίας νάμασιν.
                        Ἐκπορεύονται δὲ οἱ χείμαῤῥοι διὰ τῶν πεδίων καὶ ταπεινῶν καὶ γονίμων
                        ἀνθρώπων, καὶ διὰ τῶν ὑψηλῶν ὀρέων, τῶν ἀνατεινομένων διὰ τὸ ὕψος τῆς
                        θεωρίας εἰς οὐρανούς. Ἐκεῖ ὁ οῖτος ὁ στηρίζων καρδίαν ἀνθρώπου, καὶ
                        κριθὴ τοὺς ὑποδεεστέρους τρέφουσα. Ἐκεῖ ἡ ἀληθινὴ ἄμπελος ὁ Χριστός.
                        Ἐκεῖ τὸ ἔλαιον τὸ λιπαῖνον τῶν ὁσίων τὰς κεφαλάς. Ὁμοίως καὶ ῥοαὶ, τὸ
                        γλυκὺ μὲν ἔνδοθεν φέρουσαι, τῆς πολιτείας δὲ τὸ αὐστηρὸν ἔξωθεν
                        ἐνδυσάμεναι. Ἐκεῖ ἡ συκῆ, οὐχ ἡ ἄκαρπος καὶ φύλλοις κομῶσα, ἀλλʼ ἡ
                        πλουτοῦσα τοῦ πνεύματος τὴν γλυκύτητα. Ἐκεῖ ὁ γλυκασμὸς τοῦ φάρυγγος τοῦ
                        Σωτῆρος ὁ ἐπιθυμητὸς, καὶ τὰ χείλη τῆς ἐν τῷ ᾄσματι νύμφης κηρίον
                        ἀποστάζοντα, καὶ οἱ λίθοι οἱ ἅγιοι, οἱ ἐπὶ τῆς γῆς κυλισθέντες πρὸς
                        πειρασμοὺς ἀνένδοτοι, καὶ φύσιν σιδήρου ἀπομιμούμενοι. Ἐκεῖ τὰ μέταλλα
                        τοῦ χαλκοῦ, ἐξ οὗ τὴν νοητὴν πανοπλίαν κατεσκεύασαν. Καὶ τὸ τούτων
                        κεφάλαιον ἀπαύστως εὐλογεῖν τὸν Θεόν.
		",Selecta in Deuteronomium,Origenes,None
338223,Data/tlg0087tlg0091st1K-grc1_clean.xml1-0-0-575-4,"
			ad fr. 386 . Ex hoc fr. concludas ab Ilerodiano profectum esse in E. Or
50, 13 (E. M. 266, 35) δῆριϲ. παρὰ τὸ δαίω τὸ ϲφἀζω καὶ κόπτω γίνεται ὄνομα
βαρύτονον δάιϲ (Καλλίμαχοϲ «ἐϲ δάιν ἐρχομένωνα) καὶ ἐκτάϲει τοῦ α εἰϲ ῆ θῆϊϲ
καὶ πλεοναϲμῷ τοῦ β δῆριϲ. Ex Herodiano fluxisse videtur etiam haec notatio
E. Orion. 143, ϲαργάνη· ϲάϲϲω ἐϲτὶ ῥῆμα καὶ ϲαγάνη καὶ πλεοναϲμῷ τοῦ ρ
ϲαργάνη, quae inter plures alias Herodianeas reperitur.
		",Περὶ παθῶν,Herodianus,None
349273,Data/tlg0592tlg0051st1K-grc1_clean.xml1-0-0-30-2-4,"
			1. 2 mg. P; supr. (ἐπετεχνάσατο) Ac, (τῶν δικαστηρίων; ἐπετεχ-
νήσατο) VcSf om. Ph | mg. κδ AcPh, κε P 3 δημοσθένους
VcSfPh ἃ δημοσθένους Ac 3. 4 ἐπετεχνήσατο Pa, (ἐπ supr.,
m. 1?) Pc; ἐπιτεχνήματα VcAcSfPh; γρ ἐπὶ τέχνη μετὰ δημο-
σθένην Pa; γρ΄ ἐπιτεχνήμα δημοσθέ Pc 5. 6 καὶ ante κρινόμενον
supr. Vδ 9 ἐκβάλῃ Sf | καὶ ἁπλότητα VcSfPh 11 καὶ om.
Portus 12 τοῦ om. Ph | καὶ — ἀριστοκράτους Ac, m.po. PaVc
Sf; om. P VcSFPh 13 γὰρ PAc; om. Ph; suppl. m.po. Vc, m.2
Sf [ἐπαγάγηι VcPh; ἐπεισάγηι Ac 14 Dem. 18, 4 16. 17 444, 3;
cf. [Dion.] II 1 p. 302, 23 Us (de Demosth. Π. παραπρεσβ.): ἁπλότη-
τος προσχήματι κλέπτων τὴν πανουργίαν τῆς κατασκευῆς 16 ἁπλό-
τητ⌊α ex ι | Vc 17 Dem. 18, 58 18 πάρεργον Ph 19. 20 καὶ
πάλιν λέγων θεάσασθε — τοὺς λόγους (sicut p. 444, 5. 6) καὶ πά-
λιν ἐν Vc, (om. ult. καὶ) AcSfPh

		",Περὶ μεθόδου δεινότητος,Hermogenes,None
349845,Data/tlg0099tlg0011st1K-grc1_clean.xml1-0-0-6-61-0,"
			Ὅτι ἡ παροιμία « Τὸ ἐν Δωδώτῃ χαλκεῖον ν »ἐντεῦθεν
ὠνομάσθη· χαλκεῖον ἦν ἐν τῷ ἱερῷ, ἔχον ὑπερκείμενον
ἀνδριάντα, κρατοῦντα μάστιγα χαλκῆν, ἀνάθημα
Κερκυραίων· ἡ δὲ μάστιξ ἦν τριπλῆ, ἁλυσιδωτὴ,
ἐπηρτημένους ἔχουσα ἐξ αὐτῆς ἀστραγάλους, οἱ πλήττοντες
τὸ χαλκεῖον συνεχῶς, ὁπότε αἰωροῖντο ὑπὸ τῶν
ἀνέμαων, μακροὺς ἤχους ἀπειργάζοντο, ἕως ὁ μετρῶν
τὸν χρόνον ἀπὸ τῆς ἀρχῆς τοῦ ἤχου μέχρι τέλους καὶ
ἐκὶ ?? προέλθοι· ὅθεν καὶ ἡ παροιμία ἐλέχθη Ἡ Κερκυροείων
μάστιξ. »
		",Strabonis Geographiae Chrestomathia,Strabo,None
352308,Data/tlg0658tlg001perseus-grc1_clean.xml1-0-0-10-31-0,"
			 ὡς δὲ καταγνοὺς
καὶ ἀποθαρσήσας ὁ Αἰθίοψ ἀφυλάκτως ἤδη τὸ
τρίτον ἐπεφέρετο, καὶ τὸν πῆχυν αὖθις ἀνατείνας κατασείειν
ἔμελλεν, ὑπεισῆλθέ τε ἀθρόον ὁ Θεαγένης κεκυφώς,
τὴν καταφορὰν ἐκκλίνας, πήχει τε τῷ δεξιῷ
τὸν ἐκείνου λαιὸν βραχίονα προσαναστείλας ἐρρίπισέ τε
τὸν ἀντίπαλον, ἅμα τι καὶ τῇ καταφορᾷ τῆς ἰδίας αὐτοῦ
χειρὸς εἰς κενὸν ἐνεχθείσης πρὸς τὸ ἔδαφος ἐπισπασθέντα,
καὶ ὑπὸ τὴν μασχάλην ἀναδὺς τοῖς τε νώτοις
περιεχεῖτο, καὶ παχεῖαν τὴν γαστέρα χαλεπῶς ταῖς χερσὶ
διαζώσας, τὴν βάσιν κατὰ τὰ σφυρὰ καὶ ἀστραγάλους
τῇ πτέρνῃ σφοδρῶς τε καὶ ἐπαλλήλως ἐκμοχλεύσας, εἰς
γόνυ τε ὀκλάσαι βιασάμενος, ἀμφιβαίνει τοῖς ποσί, καὶ
τοῖς κατὰ τοὺς βουβῶνας τὰ σκέλη καταπείρας, τούς τε
καρποὺς οἷς ἐπερειδόμενος ὁ Αἰθίοψ ἀνεῖχε τὰ στέρνα
ἐκκρουσάμενος, καὶ τοῖς κροτάφοις εἰς ἅμμα τοὺς πήχεις
περιαγαγών, ἐπί τε μετάφρενα καὶ ὤμους ἀνέλκων,
ἐφαπλῶσαι τῇ γῇ τὴν γαστέρα κατηνάγκασε.
		",Aethiopica,Heliodorus of Emesa,None
352617,Data/tlg0065tlg0011st1K-grc1_clean.xml1-0-0-3-23-0,"
			92. ΒΙΘΥΝΟΙ. Μετὰ δὲ Μαριανδύνους εἰσὶ Θρᾷκες Βιθυνοὶ ἔθνος, καὶ ποταμὸς
                            Σαγάριος καὶ ἄλλος ποταμὸς Ἀρτάνης καὶ νῆσος Θυνιὰς (οἰκοῦσι δὲ αὐτὴν
                            Ἡρακλεῶται) καὶ ποταμὸς Ῥήβας. Εἶτ᾿ εὐθὺς ὁ πόρος καὶ τὸ προειρημένον
                            ἱερὸν ἐν τῷ στόματι τοῦ Πόντου, καὶ μετὰ τοῦτο πόλις Χαλκηδὼν ἔξω 
		",Periplus Scylacis,Scylax,None
357620,Data/tlg0096tlg002First1K-grc1_clean.xml1-0-0-27-2,"
			Ἀτὰρ οὖν καὶ ἡμᾶς δεῖ τοῦ βίου τὸ εὐμετάβλητον
ὁρῶντας μὴ τοῖς αὐτοῖς ἀεὶ πράγμασιν ἐπαγάλλεσθαι,
λογιζομένους, ὅτι ἐκ πολλῆς εὐδίας ἀνάγκη καὶ χειμῶνα
γενέσθαι.
		",Fabulae,Aesop,None
