	FPP	English	Sentiment
10020	σῑρῐκον	silk	NULL
10021	σιρος	a pit	NULL
10022	σῐσυμβρον	mint	NULL
10023	σῐσυρα	a cloak of goats-hair	NULL
10024	σῐσῠριγχιον	Iris	NULL
10025	σισυρνα	a garment of skin	NULL
10026	σισυφις		NULL
10027	σισῠφος	the crafty.)	NULL
10028	σῑτᾰγωγια	conveyance of corn	NULL
10029	σῑτηγια	the conveyance	NULL
10030	σῑτηρεσιον	provisions, victuals	NULL
10031	σῑτησις	an eating, feeding	NULL
10032	σῑτιον	grain, corn: food made from grain, bread	NULL
10033	σῑτοδεια	want of corn	NULL
10034	σῑτοδοτης	a furnisher of corn.	NULL
10035	σῑτολογια	a collecting of corn, a foraging	NULL
10036	σῑτολογος	a collector of corn	NULL
10037	σῑτομετρης	one who measures out corn: a magistrate who had to inspect the corn measures	NULL
10038	σῑτομετρια	the office of	NULL
10039	σῑτομετριον	a measured portion of corn	NULL
10040	σῑτοποιια	breadmaking, the preparation of food	NULL
10041	σῑτοποιος	of grinding and baking	NULL
10042	σῑτοπομπια	the conveyance	NULL
10043	σιτος	corn, grain	NULL
10044	σῑτοφῠλᾰκες	corn-inspectors	NULL
10045	σῑτωνης	a buyer of corn, a commissary for buying it	NULL
10046	σῑτωνια	purchase of corn, the office of	NULL
10047	σιφνος	Siphnos	NULL
10048	σιφων	a tube, pipe, siphon	NULL
10049	σῐωπη	silence	NULL
10050	σκαιοτης	lefthandedness, awkwardness	NULL
10051	σκᾰλαθυρμα	a quibble	NULL
10052	σκᾰλᾰθυρματιον	a petty quibble	NULL
10053	σκᾰλευς	a hoer	NULL
10054	σκαλμος	the pin	NULL
10055	σκαλοψ	the digger	NULL
10056	σκᾰμανδρος	the Scamander	NULL
10057	σκανδαληθρον	the stick in a trap	NULL
10058	σκανδᾰλον	a trap	NULL
10059	σκανδιξ	chervil	NULL
10060	σκᾰπᾰνευς		NULL
10061	σκᾰπᾰνη	a digging tool, mattock	NULL
10062	σκαπτειρα		NULL
10063	σκαπτηρ	a digger, delver	NULL
10064	σκαριφισμος	a scratching up	NULL
10065	σκᾰφευς	a digger, delver, ditcher	NULL
10066	σκᾰφη	anything dug	NULL
10067	σκᾰφιδιον	a small skiff	NULL
10068	σκᾰφις	a bowl, milk-pail	NULL
10069	σκαφος	a digging, hoeing	NULL
10070	σκαφος	the hull of a ship	NULL
10071	σκεδᾰσις	a scattering	NULL
10072	σκελος	the leg	NULL
10073	σκεμμα	a subject for speculation, a question	NULL
10074	σκεπᾰνον	a covering	NULL
10075	σκεπαρνον	a carpenter's axe	NULL
10076	σκεπασμα	a covering, shelter	NULL
10077	σκεπας	a covering, shelter	NULL
10078	σκεπη	a covering, shelter, protection	NULL
10079	σκευαριον	a small vessel	NULL
10080	σκευᾰσια	a preparing, dressing	NULL
10081	σκευη	equipment, attire, apparel, dress	NULL
10082	σκευοθηκη	a tool-chest, arms-chest	NULL
10083	σκευοποιημα	the dress	NULL
10084	σκευοποιος	a maker of masks and other stage-properties	NULL
10085	σκευος	a vessel	NULL
10086	σκεῠοφυλαξ	a storekeeper.	NULL
10087	σκευωρημ	a fabrication, fraud	NULL
10088	σκευωρια	attention to baggage	NULL
10089	σκεψις	a viewing, perception by the senses	NULL
10090	σκηνημα	a dwelling-place	NULL
10091	σκηνη	a covered place, a tent	NULL
10092	σκηνιδιον		NULL
10093	σκηνις		NULL
10094	σκηνιτης	a dweller in tents	NULL
10095	σκηνογρᾰφια	scene-painting	NULL
10096	σκηνογρᾰφος	a scene-painter.	NULL
10097	σκηνοπηγια	a setting up of tents: the Feast of Tents	NULL
10098	σκηνοποιια	a pitching of tents	NULL
10099	σκηνος	the body	NULL
10100	σκηνοφυλαξ	a watcher in a tent	NULL
10101	σκηνυδριον		NULL
10102	σκηνωμα	quarters	NULL
10103	σκηπτος	a thunder-bolt	NULL
10104	σκηπτουχια	the bearing a staff	NULL
10105	σκαπτον	a staff	NULL
10106	σκηψις	a pretext, plea, excuse, pretence	NULL
10107	σκῐᾱγρᾰφημα	a mere sketch	NULL
10108	σκῐᾱγρᾰφια	a sketch	NULL
10109	σκῐαδειον	a sunshade, parasol	NULL
10110	σκῐαποδες	shade-footed	NULL
10111	σκῐη	a shadow	NULL
10112	σκῐας	any thing serving as a shade, a canopy, pavilion	NULL
10113	σκῐᾱτρᾰφια	a being brought up in the shade, a sedentary, effeminate life	NULL
10114	σκῐᾱτροφια		NULL
10115	σκιλλη	a squill, sea-onion	NULL
10116	σκιμπους	a small couch, low bed	NULL
10117	σχινδαλᾰμος	a splinter	NULL
10118	σκινδᾰλᾰμοφραστης	a straw-splitter	NULL
10119	σκιπων	a staff	NULL
10120	σκιρα	the festival of Athena	NULL
10121	σκιρας		NULL
10122	σκῐρᾰφειον	a gambling-house	NULL
10123	σκῐρᾰφος	a dice-box	NULL
10124	σκῑριται	the Scirites	NULL
10125	σκιρον	the hard rind	NULL
10126	σκιρον	the white sunshade	NULL
10127	σκῑρος	stucco: any hard covering	NULL
10128	σκῐροφοριων	Scirophorion	NULL
10129	σκιρτημα	a bound, leap	NULL
10130	σκιρτησις	a bounding, leaping	NULL
10131	σκιρτητης	a leaper	NULL
10132	σκιρτοποδης	spring-footed	NULL
10133	σκιρτος	leaper	NULL
10134	σκιρων	which blew from the Scironian rocks	NULL
10135	σκιτᾱλοι	the powers of impudence	NULL
10136	σκληροκαρδια	hardness of heart	NULL
10137	σκληροτης	hardness	NULL
10138	σκολιοθριξ	with curled hair	NULL
10139	σκολιον	a song which went round at banquets	NULL
10140	σκολῐοτης	crookedness	NULL
10141	σκολῐωμα	a bend, curve	NULL
10142	σκολῠμος	thistle, an artichoke	NULL
10143	σκομβρος	tunny	NULL
10144	σκοπαρχης	the chief scout, the leader of a reconnoitring party	NULL
10145	σκοπελος	a look-out place, a peak, headland	NULL
10146	σκοπη		NULL
10147	σκοπῐα	a lookout-place, a mountain-peak	NULL
10148	σκοπιητα	a highlander	NULL
10149	σκοπιωρος	cura	NULL
10150	σκοπος	one that watches, one that looks after	NULL
10151	σκοροδαλμη	a sauce of brine and garlic	NULL
10152	σκοροδιον		NULL
10153	σκοροδομαχοι	garlic-fighters	NULL
10154	σκοροδον	garlic	NULL
10155	σκορπιος	a scorpion	NULL
10156	σκοτια	darkness, gloom	NULL
10157	σκοτοδᾰσῠπυκνοθριξ	dark with shaggy thick hair	NULL
10158	σκοτομαινα		NULL
10159	σκοτομηνη	a moonless night.	NULL
10160	σκοτος	darkness, gloom	NULL
10161	σκῠβᾰλον	dung, filth, refuse	NULL
10162	σκυθ	a Scythian	NULL
10163	σκυθις	Scythian	NULL
10164	σκῠθοτοξοτης	a Scythian bowman	NULL
10165	σκῠλᾰκαινα		NULL
10166	σκῠλᾰκεια	a breeding of dogs	NULL
10167	σκῠλᾰκευμα	a whelp, cub	NULL
10168	σκῠλᾰκιον		NULL
10169	σκυλαξ	a young dog, whelp, puppy	NULL
10170	σκῡλευμα	the arms stript off a slain enemy, spoils	NULL
10171	σκυλλη	Scylla	NULL
10172	σκῠλοδεψης	a tanner of hides	NULL
10173	σκυλον	the arms stript off a slain enemy, spoils	NULL
10174	σκυλος	a skin, hide	NULL
10175	σκυμνος	a cub, whelp	NULL
10176	σκυρος	Scyros	NULL
10177	σκῠτᾰλα	a staff, cudgel, club	NULL
10178	σκῠτᾰλις	a stick	NULL
10179	σκῠτᾰλον		NULL
10180	σκῡτευς		NULL
10181	σκῡτοδεψης	a leather-dresser, currier	NULL
10182	σκυτος	a skin, hide	NULL
10183	σκῡτοτομια	shoemaking	NULL
10184	σκῡτοτομος	a leather-cutter, a worker in leather	NULL
10185	σκῠφος	a cup, can	NULL
10186	σκωληξ	a worm	NULL
10187	σκωλος	a pointed stake	NULL
10188	σκωμμ	a jest, joke, gibe, scoff	NULL
10189	σκωμματιον		NULL
10190	σκωπτολης	a mocker, jester	NULL
10191	σκωρια	the dross of metal, slag, scoria	NULL
10192	σκωρ	dung	NULL
10193	σκωψ	owl	NULL
10194	σμαραγδος	emerald	NULL
10195	σμηγμα	soap	NULL
10196	σμηνος	a beehive	NULL
10197	μιλαξ	the convolvulus	NULL
10198	σμῑλα		NULL
10199	σμῑλευμα	a piece of carved work	NULL
10200	σμῑλα	a knife for cutting, carving	NULL
10201	σμῑλιον		NULL
10202	σμινθευς	the Sminthian	NULL
10203	σμινθος	a mouse	NULL
10204	σμῐνυη	a two-pronged hoe	NULL
10205	σμυρνα	Smyrna	NULL
10206	σμυρνη	myrrh	NULL
10207	σμωδιξ	a weal, swollen bruise	NULL
10208	σολοικισμος	incorrectness in the use of language, a solecism	NULL
10209	σολοικιστης	one who speaks incorrectly	NULL
10210	σολος	a mass	NULL
10211	σοροπηγος	a coffin-maker	NULL
10212	σορος	a vessel for holding	NULL
10213	σουδαριον		NULL
10214	σουνιερᾱκος	hawk-of-sunium	NULL
10215	σουνιευς	a man of Sunium	NULL
10216	σουνιον	Sunium	NULL
10217	σουσιος	a man of Susa	NULL
10218	σουσις	of Susa	NULL
10219	σουσον	the lily	NULL
10220	σοφιη	skill	NULL
10221	σοφισμ	any skilful act, the skilful dressing of food	NULL
10222	σοφισματιον		NULL
10223	σοφιστα	a master of one's craft	NULL
10224	σοφιστρια		NULL
10225	σοφοκλης	Sophocles	NULL
10226	σπᾰδων	an eunuch	NULL
10227	σπᾰθη	a flat blade used by weavers	NULL
10228	σπᾰθιον		NULL
10229	σπᾰνιοτης	lack of	NULL
10230	σπανις	scarcity, rareness, dearth, lack of	NULL
10231	σπᾰνοσῑτια	lack of corn	NULL
10232	σπαραγμα	a piece torn off, a piece, shred, fragment	NULL
10233	σπαραγμος	a tearing, rending, mangling	NULL
10234	σπαργανιωτα	a child in swaddling-clothes	NULL
10235	σπαργᾰνον	a swathing band	NULL
10236	σπαρτη	Sparta	NULL
10237	σπαρτη	Sparta	NULL
10238	σπαρτιητα	a Spartan	NULL
10239	σπαρτιατις	a Spartan woman	NULL
10240	σπαρτιον	a small cord	NULL
10241	σπαρτον	a rope, cable	NULL
10242	σπαρτος	Spanish broom, esparto	NULL
10243	σπασμα	a spasm, convulsion	NULL
10244	σπασμος	a convulsion, spasm	NULL
10245	σπᾰτᾰλη	lewdness, wantonness, riot, luxury	NULL
10246	σπᾰτιλη	excrement	NULL
10247	σπειος		NULL
10248	σπειρημα	a coil, spire, convolution	NULL
10249	σπειρα	coiled	NULL
10250	σπειριον	a light, summer-garment	NULL
10251	σπειρον	a piece of cloth	NULL
10252	σπειρουχος	forming a circle	NULL
10253	σπεκουλατωρ	speculator, one of the body-guard	NULL
10254	σπεος	a cave, cavern, grotto	NULL
10255	σπερμ	that which is sown	NULL
10256	σπερμολογια	babbling, gossip	NULL
10257	σπερχειος	the Spercheius	NULL
10258	σπηλαιον	a grotto, cave, cavern	NULL
10259	σπῐθᾰμη	the space one can span with the thumb and little finger, a span	NULL
10260	σπῐλας	a rock over which the sea dashes, a ledge of rock	NULL
10261	σπῐλος	a spot, stain, blemish	NULL
10262	σπινθᾰρις	a spark	NULL
10263	σπινθηρ	a spark	NULL
10264	σπῐνος	finch	NULL
10265	σπλαγχον	the inward parts	NULL
10266	σπλην	the milt, spleen	NULL
10267	σπογγιη	a sponge	NULL
10268	σπογγιον		NULL
10269	σπογγος	a sponge	NULL
10270	σποδευνης	lying on ashes	NULL
10271	σποδιη	a heap of ashes, ashes	NULL
10272	σποδος	wood-ashes, embers	NULL
10273	σπολας	a leathern garment, buff-jerkin	NULL
10274	σπονδαρχια	the beginning of the libation, the right of beginning it	NULL
10275	σπονδη	a drink-offering	NULL
10276	σπονδιτις	making a	NULL
10277	σπονδοφορος	one who brings proposals for a truce	NULL
10278	σπορα	a sowing	NULL
10279	σπορᾰς	scattered, dispersed	NULL
10280	σπορητος	sown corn, growing corn	NULL
10281	σπορος	a sowing	NULL
10282	σπουδαρχης	one who canvasses for office, a place-man	NULL
10283	σπουδαρχια	canvassing for office	NULL
10284	σπουδαρχιδης	son of placeman	NULL
10285	σπουδασμα	a thing	NULL
10286	σπουδαστης	one who wishes well to another, a supporter, partisan	NULL
10287	σπουδη	haste, speed	NULL
10288	σπῠρας	a ball of dung	NULL
10289	σπῠριδιον		NULL
10290	σπῠρις	a large basket, a creel	NULL
10291	σταγειρειτης	a Stagyrite	NULL
10292	σταγειρος		NULL
10293	σταγμα	a drop, distilment	NULL
10294	στᾰγων	a drop	NULL
10295	στᾰδιασμος	a measuring by stades	NULL
10296	στᾰδιευς		NULL
10297	στᾰδιη		NULL
10298	στᾰδιοδρομος	one who runs the stadium, one who runs for a prize	NULL
10299	στᾰδιον	a stade, =	NULL
10300	σταθμα	a carpenter's line	NULL
10301	σταθμος	a standing place	NULL
10302	στας	flour of spelt mixed and made into dough	NULL
10303	σταλαγμα	that which drops, a drop	NULL
10304	σταλαγμος	a dropping, dripping	NULL
10305	σταλιξ	a stake to which nets are fastened	NULL
10306	σταμινες	the ribs	NULL
10307	σταμνιον	a wine-jar	NULL
10308	σταμνος	an earthen jar for racking off wine	NULL
10309	στᾰσις	a standing, the posture of standing	NULL
10310	στᾰσιωρος	watcher of the station	NULL
10311	στᾰσιωτεια	a state of faction	NULL
10312	στᾰσιωτης	the members of a party	NULL
10313	στᾰτηρ	gold stater	NULL
10314	σταυρος	an upright pale	NULL
10315	σταυρωμα	a palisade	NULL
10316	σταυρωσις	a palisading	NULL
10317	στᾰφις		NULL
10318	στᾰφῠλη	a bunch of grapes	NULL
10319	στᾰφυλις	a bunch of grapes	NULL
10320	στᾰφῠλοκλοπιδης	a grape-stealer	NULL
10321	στᾰχῠμητωρ	mother of ears of corn	NULL
10322	σταχῡς	an ear of corn	NULL
10323	στηρ	stiff fat, tallow, suet	NULL
10324	στεγανα	a covering	NULL
10325	στεγαρχος	master of the house	NULL
10326	στεγασμα	anything which covers, a covering	NULL
10327	στεγαστρις	that serves for covering	NULL
10328	στεγαστρον	a covering, cover, wrapper	NULL
10329	στεγη	a roof	NULL
10330	στεγος	a roof	NULL
10331	στειλειη	the hole for the handle of an axe	NULL
10332	στειλειον	the handle	NULL
10333	στειναυχην	narrow-necked	NULL
10334	στεινος	a narrow, strait, confined space	NULL
10335	στειρα	a ship's keel	NULL
10336	στειρα	a cow that has not calved	NULL
10337	στελεον	a handle	NULL
10338	στελεχος	the crown of the root, stump	NULL
10339	στελιδιον		NULL
10340	στελμονια	broad belts	NULL
10341	στεμμ	a wreath, garland	NULL
10342	στεμφυλον	a mass of olives from which the oil has been pressed, olive-cake	NULL
10343	στεναγμα	a sigh, groan, moan	NULL
10344	στεναγμος	a sighing, groaning, moaning	NULL
10345	στενολεσχης	a quibbler.	NULL
10346	στενοπορια	a narrow way	NULL
10347	στενος		NULL
10348	στενοτης	narrowness, straitness	NULL
10349	στενοχωρια	narrowness of space: want of room	NULL
10350	στεντωρ	Stentor	NULL
10351	στεργηθρον	a love-charm, love, affection	NULL
10352	στεργημα	a love-charm	NULL
10353	στερεοφρων	stubborn-hearted	NULL
10354	στερεωμα	a solid body, foundation	NULL
10355	στερησις	deprivation, privation	NULL
10356	στερνον	the breast, chest	NULL
10357	στερνοτῠπια	a beating of the breast	NULL
10358	στεροπηγερετα	he who gathers the lightning	NULL
10359	στεροπη	a flash of lightning	NULL
10360	στεροπης	lightner	NULL
10361	στεροψ	flashing	NULL
10362	στεφᾰνηπλοκια	a place where wreaths are plaited	NULL
10363	στεφανη	anything that encircles	NULL
10364	στεφᾰνηφορια	the wearing a wreath	NULL
10365	στεφᾰνιτης	of a crown	NULL
10366	στεφᾰνος	that which surrounds	NULL
10367	στεφανωμ	that which surrounds, a crown	NULL
10368	στεφος	a crown, wreath, garland	NULL
10369	στηθος	the breast	NULL
10370	στηλη	a block of stone	NULL
10371	στηλιδιον		NULL
10372	στηλις		NULL
10373	στηλιτης	of	NULL
10374	στημονιον		NULL
10375	στημων	the warp	NULL
10376	στηριγμα	a support	NULL
10377	στηριγμος	a propping, supporting;	NULL
10378	στηριγξ	a support, prop, stay	NULL
10379	στησιος	Stator	NULL
10380	στησιχορος	Stesichorus	NULL
10381	στῐβαδιον		NULL
10382	στῐβας	a bed of straw, rushes	NULL
10383	στιβη	frozen dew, rime, hoar frost	NULL
10384	στιβι		NULL
10385	στιβος	a trodden way, track, path	NULL
10386	στῐγευς	one who tattooes, a tattooer	NULL
10387	στῐγμα	the mark of a pointed instrument, a tattoo-mark, brand	NULL
10388	στιγμᾰτιας	one who bears tattoo-marks, a branded culprit, runaway slave	NULL
10389	στῐγμα	a spot, point	NULL
10390	στιλα	a drop	NULL
10391	στιξ	a row, line, rank	NULL
10392	στιφος	a close-pressed	NULL
10393	στῐχᾰοιδος	one who sings verses, a poet	NULL
10394	στῐχος	a row	NULL
10395	στλεγγις	a scraper	NULL
10396	στοᾱ	a roofed colonnade, piazza, cloister	NULL
10397	στοιβη	a plant used for stuffing	NULL
10398	στοιχας	in rows:—	NULL
10399	στοιχειον	one of a row	NULL
10400	στοιχος	a row	NULL
10401	στολας	moving in close array	NULL
10402	στολη	an equipment, armament	NULL
10403	στολιον	a scanty garment	NULL
10404	στολισμα	a garment, mantle	NULL
10405	στολις	a garment, robe	NULL
10406	στολμος		NULL
10407	στολος	an equipment	NULL
10408	στομᾰλιμνη	a salt-water lake, estuary	NULL
10409	στομ	the mouth	NULL
10410	στομᾰχος	a mouth, opening	NULL
10411	στομιον	the mouth	NULL
10412	στομφαξ	a mouther, ranter	NULL
10413	στομφος	mouthing, bombast, rant.	NULL
10414	στομωμα	a mouth, entrance	NULL
10415	στομωσις	a furnishing with a sharp edge	NULL
10416	στονᾰχη	a groaning, wailing	NULL
10417	στονος	a sighing, groaning, lamentation	NULL
10418	στονυξ	any sharp point	NULL
10419	στοργη	love, affection	NULL
10420	στορθυγξ	a point, the tyne	NULL
10421	στοχασμα	the thing aimed, a javelin	NULL
10422	στοχος	an aim, shot	NULL
10423	στραγγουρια	retention of the urine, strangury	NULL
10424	στραγξ	that which is squeezed out, a drop	NULL
10425	στρᾰταρχης	the general of an army	NULL
10426	στρᾰταρχος		NULL
10427	στρᾰτεια	an expedition, campaign	NULL
10428	στρατευμ	an expedition, campaign	NULL
10429	στρατευσις	an expedition	NULL
10430	στρᾰτηγια	the office, dignity	NULL
10431	στρᾰτηγιον	the general's tent	NULL
10432	στρᾰτηγις	of the general	NULL
10433	στρᾰτηγος	the leader	NULL
10434	στρᾰτηλᾰσια	an expedition, campaign	NULL
10435	στρατηλατα	a leader of an army, a general, commander	NULL
10436	στρᾰτια	an army	NULL
10437	στρᾰτιαρχος		NULL
10438	στρατιωτα	a citizen bound to military service;	NULL
10439	στρᾰτῐωτις	the martial	NULL
10440	στρᾰτομαντις	prophet to the army	NULL
10441	στρᾰτοπεδαρχης	a military commander	NULL
10442	στρᾰτοπεδεια		NULL
10443	στρᾰτοπεδευσις	an encamping	NULL
10444	στρᾰτοπεδον	the ground on which soldiers are encamped, a camp, encampment	NULL
10445	στρᾰτος	an encamped army	NULL
10446	στρᾰτοφυλαξ	a commanding officer	NULL
10447	στρᾰτωνιδης	son of the army	NULL
10448	στρεβλοτης	crookedness	NULL
10449	στρεμμα	a wrench, strain, sprain	NULL
10450	στρεψοδῐκοπᾰνουργια	cunning in the perversion of justice	NULL
10451	στρηνος	wantonness	NULL
10452	στροβῑλος	anything twisted	NULL
10453	στροβος	a twisting	NULL
10454	στρογγῠλοτης	roundness	NULL
10455	στρομβος	a body rounded	NULL
10456	στρουθειον	quince	NULL
10457	στρουθοκαμηλος	an ostrich	NULL
10458	στρουθος	the sparrow	NULL
10459	στροφαλιγξ	a whirl, eddy	NULL
10460	στροφας	turning round	NULL
10461	στροφειον	a twisted noose, cord	NULL
10462	στροφευς	the socket	NULL
10463	στροφη	a turning	NULL
10464	στροφιγξ	the pivot, axle	NULL
10465	στροφιον	a band worn by women	NULL
10466	στροφις		NULL
10467	στροφις	a twisting, slippery fellow	NULL
10468	στροφος	a twisted band	NULL
10469	στρῡμονιας	a wind blowing from the Strymon	NULL
10470	στρῡμων	the Strymon	NULL
10471	στρυφνοτης	a rough, harsh taste	NULL
10472	στρωμα	anything spread	NULL
10473	στρωμᾰτοδεσμον	a leathern	NULL
10474	στρωμᾰτοφυλαξ	one who has the care of the bedding	NULL
10475	στρωμνη	a bed spread	NULL
10476	στρωτα	one that gets couches ready	NULL
10477	στῠγανωρ	hating a man	NULL
10478	στυγημ	an abomination	NULL
10479	στυγνοτης	gloominess, sullenness	NULL
10480	στῠγος	hatred	NULL
10481	στῡλισκος	a staff	NULL
10482	στῡλις	a mast to carry a sail at the stern	NULL
10483	στῡλοπῐνακιον	a pillar with figures on it	NULL
10484	στυλος	a pillar	NULL
10485	στυμα		NULL
10486	στυμφηλος		NULL
10487	στυξ	the Styx	NULL
10488	στυππειον	the coarse fibre of flax	NULL
10489	στυππειοπωλης	a dealer in oakum	NULL
10490	στυπτηριη	an astringent earth, alum	NULL
10491	στῠρᾰκιον		NULL
10492	στυραξ	storax	NULL
10493	στυραξ	the spike at the lower end of a spear-shaft	NULL
10494	στῠφελιγμος	ill-usage, abuse	NULL
10495	στωμῠλια	wordiness	NULL
10496	στωμῠλιοσυλλεκταδης	a gossip-gleaner	NULL
10497	στωμυλμα		NULL
10498	σῠαγρεσια	a boar-hunt	NULL
10499	σῠβᾰρις	Sybaris	NULL
10500	συβαριτα	a Sybarite	NULL
10501	σῠβοσιον	a herd of swine	NULL
10502	συβοτα	swine-pastures	NULL
10503	συβοτα		NULL
10504	συβωτα	a swineherd	NULL
10505	συγγειτων	bordering, neighbouring	NULL
10506	συγγενεια	sameness of descent	NULL
10507	συγγερων	a co-mate in old age	NULL
10508	συγγεωργος	a fellow-labourer	NULL
10509	συγγνοια		NULL
10510	συγγνωμη	acknowledgment, confession	NULL
10511	συγγνωμοσυνη		NULL
10512	συγγραμμα	a writing, a written paper	NULL
10513	συγγρᾰφευς	one who collects and writes down historic facts, an historian	NULL
10514	συγγρᾰφη	a writing	NULL
10515	συγγυμναστης	a companion in bodily exercises	NULL
10516	συγκαμπη	a bight, joint	NULL
10517	συγκᾰσιγνητη	an own sister	NULL
10518	συγκᾰσις	an own brother	NULL
10519	συγκαταδῠσις	a sinking together	NULL
10520	συγκαταθεσις	approval, agreement, concord	NULL
10521	ξυγκλησις	a shutting up, closing up	NULL
10522	συγκλῐνιαι	the meeting-line at the foot of two mountain slopes	NULL
10523	συγκλῠς	washed together	NULL
10524	συγκοιμημα	partner of one's bed	NULL
10525	συγκοιμησις	a sleeping together	NULL
10526	συγκοιτος	a bedfellow, partner	NULL
10527	συγκολλητης	one who glues together, a fabricator	NULL
10528	συγκομῐδη	a gathering in	NULL
10529	συγκοπη	a cutting short	NULL
10530	συγκρᾱσις	a mixing together, commixture, blending, tempering	NULL
10531	συγκρῐσις	a compounding	NULL
10532	συγκρουσις	collision: a conflict	NULL
10533	συγκτιστης	a joint-founder	NULL
10534	συγκῠβευτης	a fellow-gamester	NULL
10535	συγκῠνηγετης		NULL
10536	συγκῠνηγος	a fellow-hunter	NULL
10537	συγκῠρια	coincidence	NULL
10538	συγκωμος	a fellow-reveller	NULL
10539	συγχορευτης	a companion in a dance	NULL
10540	συγχῠσις	a commixture, confusion	NULL
10541	συγχωρημα	a concession	NULL
10542	συζευξις	a being yoked together	NULL
10543	συζητητης	a joint inquirer: a disputer	NULL
10544	συζῠγια	a yoke of animals, a pair	NULL
10545	συζυξ		NULL
10546	σῡκᾰμινον	the fruit of the	NULL
10547	σῡκᾰμινος	the mulberry-tree	NULL
10548	συκ	the fig-tree	NULL
10549	σῡκιδιον		NULL
10550	σῡκις	a slip	NULL
10551	σῡκομορεα		NULL
10552	σῡκομορον	the fruit of the	NULL
10553	σῡκομορος	the fig-mulberry	NULL
10554	συκον	the fruit of the	NULL
10555	σῡκοφαντημα	a sycophant's trick, false accusation, calumny	NULL
10556	συκοφαντα	a false accuser, slanderer	NULL
10557	σῡκοφαντια	false accusation, slander, calumny	NULL
10558	σῡκοφαντια	the Sycophant-wind	NULL
10559	σῡκοφαντρια		NULL
10560	σῡκοφᾰσις		NULL
10561	συλα		NULL
10562	σῡλη	the right of seizing the ship	NULL
10563	σῡλητειρα	a robber	NULL
10564	συλλᾰβη	that which holds together	NULL
10565	συλληπτωρ	a partner, accomplice, assistant	NULL
10566	συλληψις	a taking together: a seizing, arresting	NULL
10567	συλλογη	a gathering, collecting	NULL
10568	συλλογισμος	computation	NULL
10569	συλλογος	an assembly	NULL
10570	συλλοχιτης	a soldier of the same	NULL
10571	σῡλονυξ	paring the nails	NULL
10572	συμα		NULL
10573	συμβακχος	joining in Bacchic revelry	NULL
10574	συμβᾰμα	a chance, casualty	NULL
10575	συμβᾰσις	an agreement, arrangement, treaty	NULL
10576	συμβοηθεια	joint aid	NULL
10577	συμβολαιον	a mark	NULL
10578	συμβολη	a coming together, meeting, joining	NULL
10579	συμβολον	a sign	NULL
10580	συμβολος	an augury, omen	NULL
10581	συμβουλευμα	advice given	NULL
10582	συμβουλη	counsel, consultation, deliberation, debate	NULL
10583	συμβουλιη	advice	NULL
10584	συμβουλιον	counsel	NULL
10585	συμβουλος	an adviser, counsellor	NULL
10586	συμμᾰθητης	a fellow-disciple	NULL
10587	συμμαρτυς	a fellow-witness	NULL
10588	συμμᾰχια	an alliance offensive and defensive	NULL
10589	συμμᾰχις	allied	NULL
10590	συμμεσουρᾰνησις	a being in the same meridian	NULL
10591	συμμετρησις	commeasurement	NULL
10592	συμμετρια	commensurability	NULL
10593	συμμῑμητης	a joint-imitator	NULL
10594	συμμιξις	commixture	NULL
10595	συμμορια	a co-partnership	NULL
10596	συμπαθεια	fellow-feeling, sympathy	NULL
10597	συμπαθια		NULL
10598	συμπαικτωρ		NULL
10599	συμπαιστης	a playmate, playfellow	NULL
10600	συμπαραστατης	one who stands by to aid, a joint helper	NULL
10601	συμπερασμα	a conclusion	NULL
10602	συμπεριᾰγωγος	an assistant in converting others	NULL
10603	συμπεριπλοκη	inter-connexion	NULL
10604	συμπληγας	striking	NULL
10605	συμπλοκη	an intertwining, complication	NULL
10606	συμπολῑτεια	a federal union	NULL
10607	συμπολῑτης	a fellow-citizen	NULL
10608	συμποσια	a drinking together	NULL
10609	συμποσιαρχος	the president of a drinking-party, toastmaster	NULL
10610	συμποσιον	a drinking-party, symposium	NULL
10611	συμποτης	a fellow-drinker, boon-companion	NULL
10612	συμπρηκτωρ	a helper, assistant	NULL
10613	συμπρεσβευτης	a fellow-ambassador	NULL
10614	συμπρεσβυς		NULL
10615	συμπρεσβυτερος	a fellow-presbyter	NULL
10616	συμπροεδρος	a joint-president	NULL
10617	συμπτωμα	a chance, casualty	NULL
10618	συμπτωσις	a collapsing	NULL
10619	συμφοιτησις	a going to school together	NULL
10620	συμφοιτητης	a school-fellow	NULL
10621	συμφορη	an event, circumstance, chance, hap	NULL
10622	συμφορευς	aide-de-camp	NULL
10623	συμφορησις	a bringing together	NULL
10624	συμφραδμων	one who joins in considering, a counsellor	NULL
10625	συμφρονησις	agreement, union.	NULL
10626	συμφρων	of one mind, brotherly	NULL
10627	συμφῠγας	a fellow-exile	NULL
10628	συμφυλαξ	a fellow-watchman	NULL
10629	συμφῡλετης	of the same	NULL
10630	συμφωνιᾱ	concord	NULL
10631	συναγγελος	a fellow messenger	NULL
10632	συναγγια	a confined space	NULL
10633	συναγκεια		NULL
10634	συνᾰγωγευς	one who brings together, a convener	NULL
10635	συνᾰγωγη	a bringing together, uniting	NULL
10636	συνᾰγωνιστης	one who shares with	NULL
10637	συναθροισμος	a collection, union	NULL
10638	συναλγηδων	joint grief	NULL
10639	συναλλᾰγη	an interchange	NULL
10640	συναλλαγμα	a mutual agreement, covenant, contract	NULL
