	FPP	English	Sentiment
1950	ομογνωμονως	of one's mind, like-minded	NULL
1951	ομοθεν	from the same place	NULL
1952	ομοθῡμᾰδον	with one accord	NULL
1953	ομοιως	like, resembling	NULL
1954	ομοιοτροπως	of like manners and life	NULL
1955	ομολογως	agreeing, of one mind	NULL
1956	ομολογουμενως	conformably with	NULL
1957	ομονοητικως	conducing to agreement, in harmony	NULL
1958	ομονως	of one mind	NULL
1959	ομοπτερως	of	NULL
1960	ομος	to one and the same place	NULL
1961	ομοτροπως	of the same habits	NULL
1962	ομου	at the same place, together	NULL
1963	ομοφωνως	speaking the same language with	NULL
1964	ομοχρονως	contemporaneous.	NULL
1965	ομωνυμως	having the same name	NULL
1966	ομως	equally, likewise, alike	NULL
1967	ονησιμως	useful, profitable, beneficial	NULL
1968	ονομακληδην	calling by name, by name	NULL
1969	ονομαστι	by name	NULL
1970	ονομαστοτατα	named, to be named	NULL
1971	οντως	(sum)	NULL
1972	οξεως		NULL
1973	οξεως	sharp, keen	NULL
1974	οξυτονως	sharp-sounding, piercing	NULL
1975	οξυχολως	quick to anger	NULL
1976	οπηνικ	at what point of time, at what hour, on what day	NULL
1977	οπα	by which way	NULL
1978	οπῐθε	behind, at the back	NULL
1979	οπισσω		NULL
1980	οπῐσω	backwards	NULL
1981	οποθεν	whence, from what place	NULL
1982	οποθ	where	NULL
1983	οποιως	of what sort	NULL
1984	οποι	to which place, whither	NULL
1985	οποσακῐς	as many times as	NULL
1986	οποσαχη	at as many places as	NULL
1987	οπος		NULL
1988	οποσονδη	as many as	NULL
1989	οποστοσουν	in what relation of number	NULL
1990	οποτᾰν	whensoever	NULL
1991	οποτ	when	NULL
1992	οποτερως	which of two, whether of the twain	NULL
1993	οποτερωθε	from which of the two, from whether of the twain	NULL
1994	οποτερωθι	on whether of the two sides	NULL
1995	οποτερωσε	to whichever of two sides	NULL
1996	οπου	in some places	NULL
1997	οπωσδη	as, in such manner as	NULL
1998	οργανικως	serving as instruments	NULL
1999	οργιλως	prone to anger, irascible	NULL
2000	ορθιαδε	uphill	NULL
2001	ορθως	straight	NULL
2002	ορθοσταδην	standing upright	NULL
2003	ορχηδον	in a row, one after another, man by man	NULL
2004	ορχηστικως	of	NULL
2005	οσσακῐ	as many times as, as often as	NULL
2006	οσαχη	in as many ways	NULL
2007	οσᾰχου	in as many places as	NULL
2008	οσημεραι	as many days as are	NULL
2009	οσιως	hallowed, sanctioned by the law of God	NULL
2010	οσονων	ever so little	NULL
2011	οσως	quantus	NULL
2012	ονδε	this, that;	NULL
2013	οστρᾰκινδα	played with potsherds	NULL
2014	οστρᾰκοχρως	with a hard skin	NULL
2015	οθ	that)	NULL
2016	οτιουν	whatsoever	NULL
2017	οτρᾰλεως	quickly, readily.	NULL
2018	οτρηρως	quick, nimble, busy, ready	NULL
2019	ου		NULL
2020	ου	why no, —certainly not	NULL
2021	ου	for not	NULL
2022	ου	for in no manner	NULL
2023	ου		NULL
2024	ουδαμ	nowhere, in no place	NULL
2025	ουδᾰμοθεν	from no place, from no side	NULL
2026	ουδᾰμοθῐ	nowhere, in no place	NULL
2027	ουδᾰμοι	no-whither	NULL
2028	ουδαμος		NULL
2029	ουδᾰμως	not even one, no one	NULL
2030	ουδᾰμου	nowhere	NULL
2031	ουδᾰμως	in no wise	NULL
2032	ουδασδε	the surface of the earth, the ground, earth	NULL
2033	ουδεπη	in no wise	NULL
2034	ουδεποτ	and not ever	NULL
2035	ουδεπω	and not yet, not as yet	NULL
2036	ουδεπωποτ	nor yet at any time, never yet at any time	NULL
2037	ουδετερως	not either, neither of the two	NULL
2038	ουδετερωσε	to neither of two sides, neither way	NULL
2039	ου	I suppose not	NULL
2040	ου	no truly	NULL
2041	ουθην	surely not, certainly not	NULL
2042	ουκετ	no more, no longer, no further	NULL
2043	ουκων	therefore, then, accordingly	NULL
2044	ουκων	not therefore, so not	NULL
2045	ουλοκερως	with twisted horns	NULL
2046	ουλως	whole, entire	NULL
2047	ουλως	woolly, woollen	NULL
2048	ουλως	destructive, baneful	NULL
2049	ουλυμποθεν	from Ol.	NULL
2050	ου	no truly, nay verily	NULL
2051	ου	not surely, not verily	NULL
2052	ου	nevertheless, notwithstanding, yet, still	NULL
2053	ου	not however	NULL
2054	ου	not	NULL
2055	ου	where	NULL
2056	ουπερ		NULL
2057	ου	nowhere	NULL
2058	ου	not	NULL
2059	ουπω	not yet	NULL
2060	ου	never yet at any time	NULL
2061	ουπως	no-how, in no wise, not at all	NULL
2062	ουρανιως	heavenly, of	NULL
2063	ουρᾰνοθεν	from heaven, down from heaven	NULL
2064	ουρᾰνοθῐ	in the heavens	NULL
2065	ουτ	and not	NULL
2066	ουτ	not, I suppose . . , surely you do not mean that . .	NULL
2067	ουτοι	indeed not	NULL
2068	ουτωσῑ		NULL
2069	ουτω	hic	NULL
2070	οχ	far	NULL
2071	οχληροτερον	troublesome, irksome, importunate	NULL
2072	οχυρως	firm, lasting, stout	NULL
2073	οψ	after a long time, late	NULL
2074	οψιμως	late, slow	NULL
2075	παγιως	solid	NULL
2076	παγκακως	utterly bad, all-unlucky	NULL
2077	παγκαλως	all beautiful, good	NULL
2078	παγχαλεπως	most difficult to deal with	NULL
2079	παγχῠ	quite, wholly, entirely, altogether	NULL
2080	παθητικως	subject to feeling, capable of feeling	NULL
2081	παιγνιωδεστερον	playful, sportive	NULL
2082	παιδαριωδως	childish, puerile	NULL
2083	παιδικως	of, for	NULL
2084	παιδιοθεν	from a child	NULL
2085	παιδοτριβικως	of	NULL
2086	παλαιως	old in years	NULL
2087	παλα	long ago, in olden time, in days of yore, in time gone by	NULL
2088	παλιγκοτως	breaking out afresh	NULL
2089	πᾰλιμπρυμνηδον	stern-foremost	NULL
2090	παλῐ	back, backwards	NULL
2091	παμμεγεθεστατα		NULL
2092	παμπᾰν	quite, wholly, altogether	NULL
2093	παμπηδην	entirely	NULL
2094	παμπληθει	with the whole multitude	NULL
2095	παμπληθες	of	NULL
2096	παμπονηρως	all-depraved, thoroughly knavish	NULL
2097	παμπροσθη		NULL
2098	παμψηφει	by all the votes	NULL
2099	παναισχρως		NULL
2100	παναληθως	all true, all too true	NULL
2101	πανδημι	with the whole people, in a mass	NULL
2102	πανδικως	all righteous	NULL
2103	πανεθνει	with the whole nation	NULL
2104	πᾰνετες	all the year long	NULL
2105	πανηγυρικως	fit for a public festival	NULL
2106	πᾰνημαρ	all day, the livelong day	NULL
2107	πανημερον		NULL
2108	πανθῡμᾰδον	in high wrath	NULL
2109	πᾰνοικησια		NULL
2110	πανοικιη	with all the house, household and all	NULL
2111	πᾰνομῑλει	in whole troops	NULL
2112	πανουργως	ready to do anything wicked, knavish, villanous	NULL
2113	πασσυδια	with all speed	NULL
2114	πασσυδι	with all one's force;	NULL
2115	πανταπᾱσι	all in all, altogether, wholly, absolutely	NULL
2116	παντᾰχη	everywhere	NULL
2117	παντᾰχοθεν	from all places, from all quarters, on every side	NULL
2118	παντᾰχοι	in every direction, any whither, every way	NULL
2119	παντᾰχου	everywhere	NULL
2120	παντᾰχως	in all ways, altogether	NULL
2121	παντελως	all-complete, absolute, complete, entire	NULL
2122	πανθ	every way, on every side	NULL
2123	παντογηρως	making all old	NULL
2124	παντοδαπως	of every kind, of all sorts, manifold	NULL
2125	παντοθ	from all quarters, from every side	NULL
2126	παντοθ	everywhere	NULL
2127	παντοιως	of all sorts	NULL
2128	παντος	every way, in all directions	NULL
2129	παντοθ	at all times, always	NULL
2130	παντως	altogether;	NULL
2131	πανῠ	altogether, entirely	NULL
2132	πανυστατ	for the very last time	NULL
2133	πανωλεθρως	utterly ruined, utterly destroyed	NULL
2134	παραβληδην	thrown in by the way	NULL
2135	παραβολως	thrown in by the way, deceitful	NULL
2136	παραδοξως	contrary to opinion, incredible, paradoxical	NULL
2137	παρακαιρως	unseasonable, ill-timed	NULL
2138	παρακινδυνευτικως	venturesome, audacious	NULL
2139	παρακινητικως	inclined to insanity	NULL
2140	παρακλῐδον	bending sideways, turning aside, swerving	NULL
2141	παραλλαξ	alternately, in turn	NULL
2142	παραλληλως	beside one another, side by side	NULL
2143	παραλογως	beyond calculation, unexpected, casual, uncertain	NULL
2144	παραμηκεως	oblong	NULL
2145	παρανομως	acting contrary to law, lawless	NULL
2146	παραντα	sideways, sidewards	NULL
2147	παραπᾰν	altogether, absolutely	NULL
2148	παραπλησιως	coming near, nearly resembling, such-like	NULL
2149	παρασπονδως	contrary to a treaty	NULL
2150	παραστᾰδον	at one's side	NULL
2151	παραστατικως	fit for standing by	NULL
2152	παρατεταγμενως	as in battle-array, steadily	NULL
2153	παραυτα	in like manner	NULL
2154	παραυτιχ	immediately, forthwith, straightway	NULL
2155	παραχρημ	on the spot, forthwith, straightway	NULL
2156	παρδαλεως	of a leopard.	NULL
2157	παρεκτος	besides	NULL
2158	παρεργως	a bye-work, subordinate	NULL
2159	παρθιστι	in the Parthian tongue	NULL
2160	παρνησονδ	Parnassus	NULL
2161	παροιμιακως	proverbial	NULL
2162	πᾱρος	beforetime, formerly, erst	NULL
2163	παρρησιαστικωτερον	freespoken	NULL
2164	παρωνυμως	formed by a slight change, derivative	NULL
2165	διαπαντος	all, the whole	NULL
2166	πατρηθε	from a race	NULL
2167	πατρικως	derived from one's fathers, paternal, hereditary	NULL
2168	πατριως	of	NULL
2169	πατροθεν	from	NULL
2170	παυρακι	seldom	NULL
2171	παυροτερον	little, small	NULL
2172	παχυλως	thickish	NULL
2173	παχυμερως	consisting of thick	NULL
2174	παχεως	thick, stout	NULL
2175	πεδιονδ	to the plain	NULL
2176	πεδοθεν	from the ground	NULL
2177	πεδοι	on the ground, on earth	NULL
2178	πεδος	to the ground, earthwards	NULL
2179	πεζως	on foot	NULL
2180	πειραστικως	tentative	NULL
2181	πελαγιωτερον	of the sea	NULL
2182	πελᾰς	near, hard by, close	NULL
2183	πελοποννᾱσιστι	in the Peloponnesian	NULL
2184	πελοποννησιακως	Peloponnesian	NULL
2185	πελταστικωτατα	skilled in the use of the	NULL
2186	πενθικως	of	NULL
2187	πενθιμωτατα	mournful, mourning, sorrowful	NULL
2188	πενιχρως	poor, needy	NULL
2189	πεντακῐ	five times	NULL
2190	πενταχα	five-fold, in five divisions	NULL
2191	πεντᾰχου	in five places	NULL
2192	πεπανωτερον		NULL
2193	πεπειροτερον	ripe	NULL
2194	πεπλασμενως	artificially, by pretence	NULL
2195	περηθεν	from beyond, from the far side	NULL
2196	περαιοτερον	on the other side	NULL
2197	περην	on the other side, across, beyond	NULL
2198	περᾱ	beyond, across	NULL
2199	περᾱ		NULL
2200	περγασησι	at Pergase	NULL
2201	περιαλγως	much pained, very sorrowful	NULL
2202	περιβοητως	noised abroad, much talked of, famous	NULL
2203	περιδεως	very timid	NULL
2204	περιεκτικως	grasping	NULL
2205	περιεργως	careful overmuch	NULL
2206	περιζαμενως	very violently	NULL
2207	περιθυμως	very wrathful	NULL
2208	περικαως	on fire all round	NULL
2209	περιοργως	very angry	NULL
2210	περιπαθως	in violent excitement, greatly distressed	NULL
2211	περιπλεως	quite full of	NULL
2212	περιπρο	very much, especially	NULL
2213	περισημοτερον	very famous	NULL
2214	περιττως	beyond the regular number	NULL
2215	περισσως		NULL
2216	περιστᾰδον	standing round about	NULL
2217	περιφανως	seen all round	NULL
2218	περιφοβως	in great fear, exceeding fearful	NULL
2219	περιφραδεως	very thoughtful, very careful	NULL
2220	περσιστι	in the Persian tongue	NULL
2221	περῠσι	a year ago, last year	NULL
2222	πετρηδον	like rock	NULL
2223	πεφοβημενως	timorously	NULL
2224	πεφροντισμενως	carefully	NULL
2225	πεφῡκοτως	naturally	NULL
2226	πεφῠλαγμενως	cautiously	NULL
2227	πηλειωναδ	to Peleus'	NULL
2228	πηνικ	at what point of time? at what hour?	NULL
2229	πῑεριηθεν	from Pieria	NULL
2230	πιθανως	calculated to persuade;	NULL
2231	πικρως	pointed, sharp, keen	NULL
2232	πῐνᾰκηδον	like planks	NULL
2233	πινδοθεν	from Mount Pindus	NULL
2234	πιοτερως	unctuous	NULL
2235	πισηθεν	at Pisa	NULL
2236	πιστευτικως	disposed to trust, confiding	NULL
2237	πιστικως	liquid	NULL
2238	πιστικως	faithful	NULL
2239	πιστως	liquid medicines	NULL
2240	πιστως	to be trusted	NULL
2241	πλαγιως	placed sideways, slanting, aslant	NULL
2242	πλαστως	formed, moulded	NULL
2243	πλᾰταιασι	at Plataeae	NULL
2244	πλατεως		NULL
2245	πλατεως	wide, broad	NULL
2246	πλεγδην	entwined, entangled	NULL
2247	πλειστακις	mostly, most often, very often	NULL
2248	πλειστως	most, largest	NULL
2249	πλευνως	more, larger	NULL
2250	πλεονακις	more frequently, oftener	NULL
2251	πλεοναχη	in many points of view	NULL
2252	πλεονᾰχως	in various ways	NULL
2253	πλεονεκτικως	disposed to take too much, greedy	NULL
2254	πλευροθεν	from the side	NULL
2255	πλεως	full of	NULL
2256	πλημμελως	out of tune	NULL
2257	πληρως	filled	NULL
2258	πλησιον	near, close to	NULL
2259	πλινθηδον	brick-fashion	NULL
2260	πλουσιως	rich, wealthy, opulent	NULL
2261	πλουτινδην	according to wealth	NULL
2262	πνευματικως	of spirit, spiritual	NULL
2263	ποθεινοτερως	longed for, desired, much desired	NULL
2264	ποθεν	whence?	NULL
2265	ποθ	anywhere	NULL
2266	ποθ	where?	NULL
2267	ποιητικως	capable of making, creative, productive	NULL
2268	ποικιλως	many-coloured, spotted, mottled, pied, dappled	NULL
2269	ποιως	of a certain nature, kind	NULL
2270	ποιως	of what nature? of what sort?	NULL
2271	ποι	somewhither	NULL
2272	ποι	whether?	NULL
2273	πολεμικως	of	NULL
2274	πολεμιως	of	NULL
2275	πολεμονδ	to the war, into the fight	NULL
2276	πολινδ	into	NULL
2277	πολιως	gray, grizzled, grisly	NULL
2278	πολιτικως	of, for	NULL
2279	πολλᾰκῐ	many times, often, oft	NULL
2280	πολλαπλασιως	many times as many, many times more	NULL
2281	πολλᾰχη	many times, often	NULL
2282	πολλᾰχοθεν	from many places	NULL
2283	πολλᾰχοθῐ	in many places	NULL
2284	πολλαχος	towards many sides, into many parts	NULL
2285	πολλᾰχου	in many places	NULL
2286	πολλᾰχως	in many ways	NULL
2287	πολλοδεκακις	many tens of times	NULL
2288	πολλοστως	one of many	NULL
2289	πολυανθρωποτατα	full of people, populous	NULL
2290	πολυκαρποτερον	rich in fruit	NULL
2291	πολυμερως	consisting of many parts, manifold, of divers kinds	NULL
2292	πολυμοχθοτερον	much-labouring, suffering many things	NULL
2293	πολυπλαγκτοτερον	much-wandering, wide-roaming	NULL
2294	πολυπλοκωτερον	much-tangled, thick-wreathed	NULL
2295	πολυπροσωπως	many-faced, with many masks	NULL
2296	πολυτελως	very expensive, very costly	NULL
2297	πολυτιμοτερον	very costly	NULL
2298	πολυτροπως	much-turned	NULL
2299	πολυχορδοτατα	many-stringed	NULL
2300	πολυχρονιωτατα	long-existing, of olden time, ancient	NULL
2301	πολυωφελως	very useful, useful in many ways	NULL
2302	πονηρως	toilsome, painful, grievous	NULL
2303	ποντοθεν	from	NULL
2304	ποντονδ	into the sea	NULL
2305	πορρωτερωθεν	from a more distant point	NULL
2306	ποσακις	how many times? how often?	NULL
2307	ποσαχως	in how many ways?	NULL
2308	πος	whither?	NULL
2309	ποσινδα	how many times?	NULL
2310	ποσως	of a certain quantity	NULL
2311	ποσως	bulk)	NULL
2312	ποσσημαρ	for how many days?	NULL
2313	ποτᾰμηδον	like a river	NULL
2314	ποτᾰμονδε	to	NULL
2315	ποτερως	whether of the two?	NULL
2316	ποτερως	in which of two ways?	NULL
2317	ποτικως	fond of drinking	NULL
2318	ποτιμωτερον	drinkable, fresh	NULL
2319	ποῠ	anywhere, somewhere	NULL
2320	ποωδεστερον	like grass, grassy	NULL
2321	πραγματικως	fit for business, active, business-like;	NULL
2322	πραγματωδεστερον	laborious, troublesome	NULL
2323	πρακτικως	fit for action, fit for business, business-like, practical	NULL
2324	πραν	aforetime, erst	NULL
2325	πρᾱονως	temperately	NULL
2326	πραως	Mild, soft, gentle, meek	NULL
2327	πρηυγελως	softly-smiling	NULL
2328	πρεμνοθεν	from the stump	NULL
2329	πρεποντως	in fit manner, meetly, beseemingly, gracefully	NULL
2330	πρεπωδεστατα	fit, becoming, suitable, proper	NULL
2331	πρεσβυτερως	an old man	NULL
2332	πρεσβυτικως	like an old man, elderly	NULL
2333	πρευμενως	gentle of mood, friendly, gracious, favourable	NULL
2334	πρῐν	comparative	NULL
2335	προᾰλως	springing forward	NULL
2336	προβαδην	as one walks	NULL
2337	προδηλως	clear	NULL
2338	προετικως	apt to throw away, giving lavishly, profuse, lavish	NULL
2339	προηγουμενως	beforehand, antecedently	NULL
2340	προθῡμως	ready, willing, eager, zealous	NULL
2341	προιξ	a gift, present	NULL
2342	προκᾰ	forthwith, straightway, suddenly	NULL
2343	προμηθως	forethinking, provident, cautious	NULL
2344	προμηθικως	shrewdly, warily	NULL
2345	προμηκεστερον	prolonged, elongated	NULL
2346	προνεως	before a temple	NULL
2347	προνοητικως	provident, cautious, wary	NULL
2348	προυπτως	foreseen, manifest	NULL
2349	προπᾰλαι	very long ago	NULL
2350	προπερῠσι	two years ago	NULL
2351	προπετως	falling forwards, inclined forward	NULL
2352	προπηλακιστικως	contumeliously	NULL
2353	προποδων		NULL
2354	προπρυμνα	away from the stern	NULL
2355	προσαγωγοτερον	attractive, persuasive	NULL
2356	προσετ	over and above, besides	NULL
2357	προσεχως	next to	NULL
2358	προσηγορικωτερον	of	NULL
2359	προσηκοντως	suitably, fitly, duly	NULL
2360	προσθ	before	NULL
2361	προσκαιρως	for a season, temporary	NULL
2362	προσομοιως	much like	NULL
2363	προσπαιως	striking upon	NULL
2364	προσπαλτοθεν	from Prospalta	NULL
2365	προσποιητως	taken to oneself, assumed, affected, pretended	NULL
2366	προσσοθεν		NULL
2367	προσσοτερω		NULL
2368	προστατικως	of	NULL
2369	προσφατως	lately slain, fresh-slain	NULL
2370	προσφερεστερον	brought near, approaching	NULL
2371	προσφιλως	dear, beloved	NULL
2372	προσφορως	serviceable, useful, profitable	NULL
2373	προσφυως	growing upon	NULL
2374	προσωθεν	from afar	NULL
2375	προσω	forwards, onwards, further	NULL
2376	προσωτατ	further on, further	NULL
2377	προταινι	in front of	NULL
2378	πρωτως	prae.	NULL
2379	προτερω	further, forwards	NULL
2380	προτερως	toward the front, forward	NULL
2381	προτου	ere this, aforetime, erst, formerly	NULL
2382	προτρῐτα	three days before	NULL
2383	προτροπαδην	headforemost, with headlong speed	NULL
2384	προυργου	serving for	NULL
2385	προφανως	shewing itself	NULL
2386	προφερεστατα	carried before, placed before, excelling	NULL
2387	προφρονως	with forward mind	NULL
2388	προχειρως	at hand, ready	NULL
2389	προχνῠ	with the knees forward	NULL
2390	πρυμνηθεν	from the stern	NULL
2391	πρυμνοθεν	from the bottom	NULL
2392	πρωην	lately, just now	NULL
2393	πρω	early in the day, early, at morn	NULL
2394	πρωραθε	from the ship's head, from the front	NULL
2395	πτωχως	one who crouches	NULL
2396	πῡθοι	at Pytho	NULL
2397	πυθωδ	to Pytho	NULL
2398	πῡθωθεν	from Pytho	NULL
2399	πυθωναδ		NULL
2400	πῡθωνοθεν		NULL
2401	πυκ		NULL
2402	πυκνως	close, compact	NULL
2403	πῠλοθεν	from Pylos	NULL
2404	πυλονδ	to	NULL
2405	πυξ	with clenched fist	NULL
2406	πυργηδον	like a tower	NULL
2407	πωποτ	ever yet	NULL
2408	πω	where?	NULL
2409	πως	how? in what way	NULL
2410	ραδιως	easy, ready, easy to make	NULL
2411	ραθυμως	taking things easy, indifferent, lazy, sluggish	NULL
2412	ρεᾱ	easily, lightly	NULL
2413	ρει	easily, lightly	NULL
2414	ρεμβωδως	roving, rolling	NULL
2415	ρευστικως	flowing, liquid	NULL
2416	ρητορικως	oratorical, rhetorical	NULL
2417	ρητως	stated, specified	NULL
2418	ρῑγιον	more frosty, colder	NULL
2419	ριζοθεν	by, from the roots	NULL
2420	ριμφ	lightly, swiftly, fleetly	NULL
2421	ρῑνοκερως	the rhinoceros	NULL
2422	ριψοκινδυνως	running needless risks, fool-hardy, reckless	NULL
2423	ροωδως	with a strong stream	NULL
2424	ρῠδην	flowingly, abundantly	NULL
2425	ρῠδον	abundantly	NULL
2426	ρυσοτερον	drawn up, shrivelled, wrinkled	NULL
2427	ρωμᾰιστι	in Latin	NULL
2428	σαβακως	shattered;	NULL
2429	σαθρως	rotten, decayed, unsound, cracked	NULL
2430	σαμηνδ		NULL
2431	σαωτερον		NULL
2432	σαφ		NULL
2433	σαφηνως	the plain truth	NULL
2434	σᾰφως	clear, plain, distinct, manifest	NULL
2435	σεμνως	revered, august, holy, awful	NULL
2436	σεσοφισμενως	cunningly	NULL
2437	τημερον	to-day	NULL
2438	σθεναρωτερον	strong, mighty	NULL
2439	σιγ	silently	NULL
2440	σῑδονιηθεν	from Sidon	NULL
2441	σῐκῠωνοθε	of	NULL
2442	σκαιως	side	NULL
2443	σκεθρως	exact, careful	NULL
2444	σκληρως	hard	NULL
2445	σκολιως	curved, winding, twisted, tangled	NULL
2446	σκοτεινως	dark	NULL
2447	σκοτωδεστερον	dark	NULL
2448	σκυθικως	Scythian	NULL
2449	σκυθιστι	in the Scythian tongue	NULL
2450	σκυθρωπως	angry-looking, of sad countenance, sullen	NULL
2451	σκῡροθεν	Scyros	NULL
2452	σκωπτικως	mocking, jesting	NULL
2453	μικρως		NULL
2454	σμυγερως	with pain, painful	NULL
2455	σοβαρως	scaring birds away: —	NULL
2456	σολοικοτερον	speaking incorrectly, using provincialisms	NULL
2457	σως	thy, thine, of thee	NULL
2458	σοφιστικως	of	NULL
2459	σοφως	skilled in any handicraft	NULL
2460	σπανιως	rare, scarce, scanty	NULL
2461	σπαρτηθεν	from Sparta	NULL
2462	σπαρτηνδε	to Sparta	NULL
2463	σπειρηδον	in coils	NULL
2464	σποραδην	scatteredly, here and there	NULL
2465	σπουδαιως	earnest, serious	NULL
2466	σταθμονδε	to the stall, homewards	NULL
2467	στασιαστικως	seditious, factious	NULL
2468	στασιμωτερον	standing, stationary;	NULL
2469	στασιωτικως	factious, seditious	NULL
2470	στεγανως	covering so as to keep out water, water-tight, waterproof	NULL
2471	στενως	narrow, strait	NULL
2472	στερεως	stiff, stark, firm, solid	NULL
2473	στεριφωτερον	firm, solid	NULL
2474	στερρως	stiff, firm, solid, strong	NULL
2475	στηδην	by weight.	NULL
2476	στιβαρως	compact, strong, stout, sturdy	NULL
2477	στοχαστικως	skilful in aiming at, able to hit	NULL
2478	στρατηγικως	of	NULL
2479	στρατιωτικως	of	NULL
2480	στρῐβῐλῐκιγξ	the least	NULL
2481	στρογγυλως	round, spherical	NULL
2482	στρομβηδον	like a top, whirling	NULL
2483	στυγερως	hated, abominated, loathed	NULL
2484	συγγενως	born with, congenital, natural, in-born	NULL
2485	συγγενικως	congenital, hereditary	NULL
2486	συγγραφικως	given to writing	NULL
2487	συγκεκροτημενως	in a finished way	NULL
2488	συγκεχῠμενως	confusedly, indiscriminately	NULL
2489	συγκολλως	glued together	NULL
2490	συγχρως	of like colour	NULL
2491	συδην	impetuously, hurriedly	NULL
2492	συκοφαντικως	slanderous, calumnious	NULL
2493	συλληβδην	collectively, in sum, in short	NULL
2494	συλλογιστικως	of	NULL
2495	συμβολικως	signifying by a sign	NULL
2496	συμμαχικως	of	NULL
2497	συμμετρως	commensurate with	NULL
2498	συμμῐγᾰ	promiscuously with	NULL
2499	συμπαθως	sympathizing with	NULL
2500	συμπερασματικως	conclusive	NULL
2501	συμπλεως	quite full	NULL
2502	συμπληγδην	with clapping of hands	NULL
2503	συμφεροντως	profitably	NULL
2504	συμφορως	happening with, accompanying	NULL
2505	συμφυως	born with one, congenital, natural	NULL
2506	συμφωνως	agreeing in sound, in unison	NULL
2507	συνᾱιγδην	pressing violently together	NULL
2508	συναμ	together	NULL
2509	συναμφω	both together	NULL
2510	συνδρομως	running together, meeting	NULL
2511	συνεγγῠς	near together	NULL
2512	συνεστηκοτως	steadfastly, gravely	NULL
2513	συνεστραμμενως	in a close packed manner, tersely	NULL
2514	συνετως	intelligent, sagacious, wise	NULL
2515	σῠνεχως	holding together	NULL
2516	συνηθως	dwelling	NULL
2517	συνθετως	put together, composite, compound	NULL
2518	συνολως	all together	NULL
2519	συνοχηδον	holding together	NULL
2520	συντεταγμενως	in set terms	NULL
2521	συντετᾰμενως	earnestly, eagerly, vigorously	NULL
2522	συντομως	a short	NULL
2523	συντονως	strained tight	NULL
2524	συνωνυμως	of like name	NULL
2525	συνωχᾰδον	perpetually, continually	NULL
2526	συρδην	dragging, in a long line	NULL
2527	σῠριστι	in the Syrian language	NULL
2528	συστᾰδον	standing close together, hand to hand	NULL
2529	συστατικωτερον	introductory	NULL
2530	συφεονδε	a hog-sty	NULL
2531	συχνως	long	NULL
2532	σφαιρηδον	like a globe	NULL
2533	σφαλερως	likely to make one stumble	NULL
2534	σφηττοι	in	NULL
2535	σφοδρ	very, very much, exceedingly, violently	NULL
2536	σφοδρως	vehement, violent, excessive	NULL
2537	σχεδην	gently, thoughtfully	NULL
2538	σχεδιην	near, close at hand	NULL
2539	σχεδοθεν	from nigh at hand, nigh at hand, near	NULL
2540	σχεδον	close, near, hard by, nigh	NULL
2541	σχετλιως	unwearying	NULL
2542	σχολαιως	at one's leisure, leisurely, tardy	NULL
2543	σωκρατικως	Socratic, of Socrates	NULL
2544	σωματικως	of	NULL
2545	σωρηδον	by heaps, in heaps	NULL
2546	σαως	safe and sound, alive and well, in good case	NULL
2547	σωτηριωτερον	saving, delivering	NULL
2548	σωφρονικως	naturally temperate, moderate, sober	NULL
2549	σωφρονως	of sound mind	NULL
2550	τακτως	ordered, prescribed	NULL
2551	ταλαιπωρως	suffering, miserable	NULL
2552	τανηλεγεως	laying one out at length	NULL
2553	τανυν	now, at present	NULL
2554	ταπεινως	low	NULL
2555	ταπρωτα	at first	NULL
2556	ταραχωδως	troublous, turbulent	NULL
2557	ταρφεως	thick, close	NULL
2558	ταυρηδον	like a bull, savagely	NULL
2559	ταυροκερως	bull-horned	NULL
2560	ταυτη	in this way.	NULL
2561	ταχ	quickly, presently, forthwith	NULL
2562	τᾰχεως		NULL
2563	τᾰχεως	quick, swift, fleet	NULL
2564	τεθαρρηκοτως	boldly	NULL
2565	τεθορῠβημενως	tumultuously	NULL
2566	τειως		NULL
2567	τελεως	having reached its end, finished, complete	NULL
2568	τελεστικως	initiatory, mystical	NULL
2569	τελοσδε	towards the end	NULL
2570	τεως		NULL
2571	τερπνως	delightsome, delightful, pleasant, agreeable, glad	NULL
2572	τεταγμενως	in orderly manner	NULL
2573	τετᾰραγμενως	confusedly	NULL
2574	τεταρτως	fourth	NULL
2575	τετολμηκοτως		NULL
2576	τετρακερως	four-horned	NULL
2577	τετρακι	four times	NULL
2578	τετρᾰπλη	in a fourfold manner, fourfold	NULL
2579	τετρᾰποδηδον	on four feet	NULL
2580	τετρᾰποδιστι	on all fours	NULL
2581	τετρᾰχη	in four parts	NULL
2582	τετραχθα		NULL
2583	τετρᾰχως	holding four	NULL
2584	τετῡφωμενως	stupidly	NULL
2585	τεχνηεντως	cunningly wrought	NULL
2586	τεχνικως	artistic, skilful, workmanlike	NULL
2587	τηος	so long, meanwhile, the while	NULL
2588	τηδ	here, thus	NULL
2589	τηλαυγως	far-shining, far-beaming	NULL
2590	τηλ	at a distance, far off, far away	NULL
2591	τηλοθ	from afar, from a foreign land	NULL
2592	τηλοθ		NULL
2593	τηλος	to a distance, far away	NULL
2594	τηλοτατω	farthest away	NULL
2595	τηλου	afar, far off	NULL
2596	τημοσδε		NULL
2597	τημος	then, thereupon	NULL
2598	τημουτος		NULL
2599	τηναλλως	in the way	NULL
