	FPP	English	Sentiment
7458	σποδω	to pound, smite, crush	NULL
7459	σποδιζω	to roast	NULL
7460	σπουδαζω	to make haste	NULL
7461	σπουδαιολογεω	to speak seriously, talk on serious subjects	NULL
7462	σπουδαρχια	to canvass for office	NULL
7463	στᾰδιοδρομεω	to run in the stadium	NULL
7464	στᾰζω	to drop, let fall	NULL
7465	στᾰθευω	to scorch, roast, fry	NULL
7466	σταθμ	to measure by rule	NULL
7467	σταθμοω	to form an estimate, to judge	NULL
7468	στᾰλασσω	to let drop	NULL
7469	σταλα	to drop, let fall	NULL
7470	στᾰσιαζω	to rebel, revolt, rise in rebellion	NULL
7471	στᾰτιζω	to place	NULL
7472	σταυροω	to fence with pales, impalisade	NULL
7473	στεγαζω	to cover	NULL
7474	στεγω	to cover closely, so as to keep	NULL
7475	στειβω	to tread on, tread under foot	NULL
7476	στεινω	to straiten	NULL
7477	στειχω	to walk, march, go	NULL
7478	στελεω	to furnish with a handle	NULL
7479	στελλω	to set in order, to arrange, array, equip, make ready	NULL
7480	στεμβω	to shake, agitate	NULL
7481	στεναζω	to sigh often, sigh deeply	NULL
7482	στονᾰχιζω	to sigh, groan, wail	NULL
7483	στεναχω	to sigh, groan, wail	NULL
7484	στενολεσχεω	to talk subtly, quibble	NULL
7485	στενοχωρεω	to straiten for room	NULL
7486	στενω	to straiten	NULL
7487	στενω	to moan, sigh, groan	NULL
7488	στεργω	to love	NULL
7489	στερεω	to make firm	NULL
7490	στερω	to deprive, bereave, rob of	NULL
7491	στερισκω	to deprive	NULL
7492	στεφᾰνηφορεω	to wear a wreath	NULL
7493	στεφᾰνιζω	to crown	NULL
7494	στεφανω	to be put round	NULL
7495	στεφω	to put round	NULL
7496	στηκω	to stand	NULL
7497	στηλοω	to set up as a monument	NULL
7498	στημορρᾰγεω	to be torn to shreds	NULL
7499	στηριζω	to make fast, prop, fix, set	NULL
7500	στῐβᾰδοκοιτεω	to sleep on litter	NULL
7501	στῐβεω	to tread, traverse	NULL
7502	στιγμᾰτηφορεω	to bear tattoo-marks	NULL
7503	στιζω	to mark with a pointed instrument, to tattoo	NULL
7504	στιλβω	to glisten	NULL
7505	στιχω	to march in rows	NULL
7506	στοιβαζω	to pile up, pack together	NULL
7507	στοιχεω	to go in a line	NULL
7508	στοιχηγορεω	to tell in regular order	NULL
7509	στοιχιζω	to set a row of poles with nets	NULL
7510	στολιζω	to put in trim	NULL
7511	στομοω	to muzzle	NULL
7512	στομφαζω	to mouth, rant, vaunt	NULL
7513	στονᾰχεω	to groan, sigh	NULL
7514	στραγγᾰλιζω	to strangle	NULL
7515	στραπτω	to lighten	NULL
7516	στρᾰτευω	to serve in war, serve as a soldier, do military service, take the field, march	NULL
7517	στρατηγω	to be general	NULL
7518	στρᾰτηγια	to wish to be a general, wish to make war	NULL
7519	στρᾰτηλᾰτεω	to lead an army into the field	NULL
7520	στρᾰτολογεω	to levy soldiers	NULL
7521	στρᾰτοπεδευω	to encamp, bivouac, take up a position	NULL
7522	στρατω	to lead to war;	NULL
7523	στρεβλοω	to twist	NULL
7524	στρεφεδῑνεω	to spin	NULL
7525	στρεφω	to turn about	NULL
7526	στρεψοδῐκεω	to twist justice	NULL
7527	στρηνιαω	to run riot, wax wanton	NULL
7528	στροβεω	to twist, twirl	NULL
7529	στροβῑλιζω	to twist about	NULL
7530	στρογγυλλω	to twirl, spin	NULL
7531	στροφαλιζω	to turn	NULL
7532	στροφω	to have the colic	NULL
7533	στρωφα	to turn constantly	NULL
7534	στυγω	to hate, abominate, abhor	NULL
7535	στυγναζω	to look gloomy, be sorrowful	NULL
7536	στυγνοω	to make gloomy	NULL
7537	στῡλοω	to prop with pillars;	NULL
7538	στῠφελιζω	to strike hard, smite	NULL
7539	στῡφω	to draw together	NULL
7540	στωμυλλω	to be talkative, to chatter, babble	NULL
7541	σῠβαριζω	to live like a Sybarite	NULL
7542	συγγεωργεω	to be a fellow-labourer	NULL
7543	συγγηθεω	to rejoice with	NULL
7544	συγγηραω	to grow old together with	NULL
7545	συνγιγνωσκω	to think with, agree with	NULL
7546	συγγομφοω	to fasten together with nails	NULL
7547	συγγραφω	to write	NULL
7548	συγγυμναζω	to exercise together	NULL
7549	συγκαθᾰγιζω	to burn up together	NULL
7550	συγκαταιρω	to put down together, to join in putting down	NULL
7551	συγκαθαρμοζω	to join in composing the limbs	NULL
7552	συγκατειργω	to shut up with	NULL
7553	συγκαθελκω	to drag down together	NULL
7554	συγκαταιρω	to join in dedicating	NULL
7555	συγκαθιζω	to make to sit together	NULL
7556	συγκαθιημι	to let down with	NULL
7557	συγκαθιστημι	to bring into place together	NULL
7558	συγκαιω	set on fire with	NULL
7559	συγκᾰκοπᾰθεω	to partake in sufferings	NULL
7560	συγκαλω	to call to council, convoke, convene	NULL
7561	συγκᾰλυπτω	to cover	NULL
7562	συγκαμνω	to labour	NULL
7563	συγκαμπτω	to bend together, bend the knee	NULL
7564	συγκαταβαινω	to go	NULL
7565	συγκαταβαλλω	to throw down along with	NULL
7566	συγκαταγηρασκω	to grow old together with	NULL
7567	συγκαταγω	to join in bringing back	NULL
7568	συγκαταδῐωκω	to pursue with	NULL
7569	συγκαταδουλοω	to join in enslaving	NULL
7570	συγκαταδυω	to sink	NULL
7571	συγκαταζευγνῡμι	to yoke together, join in marriage	NULL
7572	συγκαταθαπτω	to bury along with	NULL
7573	συγκαταθεω	to make an inroad with	NULL
7574	συγκαταθνησκω	to die along with	NULL
7575	συγκαταιθω	to burn together	NULL
7576	συγκαταινεω	to agree with, favour	NULL
7577	συγκαταιρω	to come to land together	NULL
7578	συγκατακαω	to burn together	NULL
7579	συγκατακληιω	to shut in	NULL
7580	συγκατακλινω	to make to lie with	NULL
7581	συγκατακοπτω	to cut up together	NULL
7582	συγκατακτεινω	to slay together	NULL
7583	συγκαταλαμβανω	to seize, take possession of together	NULL
7584	συγκαταλειπω	to leave together	NULL
7585	συγκαταλυω	to join	NULL
7586	συγκαταμιγνυμι	to mix in with, mingle, blend with	NULL
7587	συγκαταμυω	to be quite closed up	NULL
7588	συγκαταναυμᾰχεω	to assist in conquering by sea	NULL
7589	συγκατανεμω	to assign also	NULL
7590	συγκατανευω	to consent to	NULL
7591	συγκαταπιμπλημι	to infect likewise	NULL
7592	συγκαταπλεκω	to intertwine	NULL
7593	συγκαταπρασσω	to join in accomplishing	NULL
7594	συγκαταρριπτω	to throw down together	NULL
7595	συγκατασκαπτω	to demolish with another	NULL
7596	συγκατασκεδαννῡμι	to pour over at the same time	NULL
7597	συγκατασκευαζω	to help in establishing	NULL
7598	συγκατασκηνοω	to bring into one dwelling with	NULL
7599	συγκατασκηπτω	to dart down together	NULL
7600	συγκατασπαω	to pull down with oneself	NULL
7601	συγκαταστᾰσιαζω	to help in stirring up	NULL
7602	συγκαταστρεφω	to bring to an end together	NULL
7603	συγκατατασσω	to arrange	NULL
7604	συγκατατιθημι	to deposit together	NULL
7605	συγκατατρωγω	to eat at the same time	NULL
7606	συγκαταφλεγω	to burn with	NULL
7607	συγκατεσθιω	to eat up, devour with	NULL
7608	συγκατηγορεω	to join in accusing	NULL
7609	συγκατοικεω	to dwell with	NULL
7610	συγκατοικιζω	to colonise jointly, join in colonising	NULL
7611	συγκατορθοω	to help in righting	NULL
7612	συγκατορυσσω	to bury with	NULL
7613	συγκαττυω	to patch up, cobble	NULL
7614	συγκελευω	to join in ordering	NULL
7615	συγκεντεω	to pierce together, to stab at once	NULL
7616	συγκεραννῡμι	to mix up with, commingle	NULL
7617	συγκεραυνοω	to strike with	NULL
7618	συγκεφᾰλαιοω	to bring together under one head, to sum up	NULL
7619	συγκινδῡνευω	to incur danger along with	NULL
7620	συγκῑνεω	to stir up together	NULL
7621	συγκλαω	to weep with	NULL
7622	συγκλαω	to break off	NULL
7623	συγκληιω	to shut	NULL
7624	συγκλεπτω	to steal along with	NULL
7625	συγκληροω	to embrace in one lot, choose by lot	NULL
7626	συγκλῑνω	to lay together	NULL
7627	συγκλονεω	to dash together, confound utterly	NULL
7628	συγκοιμαω	to sleep with, lie with	NULL
7629	συγκοιμιζω	to join in wedlock	NULL
7630	συγκοινωνεω	to have a joint share of	NULL
7631	συγκολλα	to glue	NULL
7632	συγκομιζω	to carry	NULL
7633	συγκοπτω	to break up, cut up	NULL
7634	συγκοσμεω	to confer honour on, to be an ornament to	NULL
7635	συγκουφιζω	to help to lighten, help to keep above water	NULL
7636	συγκρᾰτεω	to keep	NULL
7637	συγκρῑνω	to compound	NULL
7638	συγκροτεω	to strike together;	NULL
7639	συγκρουω	to strike together	NULL
7640	συγκρυπτω	to cover up	NULL
7641	συγκτιζω	to join with	NULL
7642	συγκῠβευω	to play at dice with	NULL
7643	συγκῠκαω	to confound utterly	NULL
7644	συγκῠνηγεω		NULL
7645	συγκυπτω	to bend forwards, stoop and lay heads together	NULL
7646	συγκυρω	to come together by chance	NULL
7647	συγκωμαζω	to march together in a	NULL
7648	συγκωμωδεω	to satirise as in a comedy	NULL
7649	συνχαιρω	to rejoice with, take part in joy	NULL
7650	συγχειμαζω	to go through the winters with	NULL
7651	συγχειρουργεω	to put hand to	NULL
7652	συγχεω	to pour together, commingle, confound	NULL
7653	συγχορευω	to join in the dance	NULL
7654	συγχορηγεω	to furnish as supplies	NULL
7655	συγχυνω	to confound	NULL
7656	συγχωνευω	to melt down	NULL
7657	συγχοω	to heap all together, to heap with earth, cover with a mound, bank up	NULL
7658	συγχωρω	to come together, meet	NULL
7659	συζω	to live with	NULL
7660	συζευγνῡμι	to yoke together, couple	NULL
7661	συζητεω	to search	NULL
7662	συζοφοω	to darken utterly	NULL
7663	συζωοποιεω	to quicken together with	NULL
7664	σῡκαζω	to pluck ripe figs	NULL
7665	σῡκιζω	to fatten with figs	NULL
7666	σῡκολογεω	to gather figs	NULL
7667	σῡκοτρᾰγεω	to eat figs	NULL
7668	συκοφαντω	to accuse falsely, slander, calumniate	NULL
7669	σῡκοφορεω	to carry figs	NULL
7670	σῡλᾰγωγεω	to carry off as booty, lead captive	NULL
7671	συλα	to strip off	NULL
7672	σῡλευω	to despoil of arms	NULL
7673	συλλᾰβιζω	to join letters into syllables, to pronounce letters together	NULL
7674	συλλαγχανω	to be chosen by lot with	NULL
7675	συλλᾰλεω	to talk	NULL
7676	συλλαμβανω	to collect, gather together	NULL
7677	συνλεγω	to collect, gather	NULL
7678	συλληγω	to finish together with	NULL
7679	συλλοχιζω	to incorporate	NULL
7680	συλλῡπεω	to hurt	NULL
7681	συλλυω	to help in loosing	NULL
7682	συμβαινω	to stand with the feet together	NULL
7683	συμβακχευω	to join in the feast of Bacchus	NULL
7684	συμβαλλω	to throw together, dash together	NULL
7685	συμβᾰσῐλευω	to rule	NULL
7686	συμβῐβαζω	to bring together	NULL
7687	συμβῐοω	to live with	NULL
7688	συμβοαω	to shout together with	NULL
7689	συμβοηθεω	to render joint aid, join in assisting	NULL
7690	συμβολεω	to meet	NULL
7691	συμβουλευω	to advise, counsel	NULL
7692	συμβυω	to cram	NULL
7693	συμμανθανω	to learn along with	NULL
7694	συμμαρπτω	to seize	NULL
7695	συνμαρτυρω	to bear witness with	NULL
7696	συμμαστῑγοω	to whip	NULL
7697	συμμᾰχεω	to be an ally, to be in alliance	NULL
7698	συμμεθεπω	to sway jointly	NULL
7699	συμμεθιστημι	to help in changing	NULL
7700	συμμελεταω	to exercise	NULL
7701	συμμενω	to hold together, keep together	NULL
7702	συμμεριζω	to distribute in shares	NULL
7703	συμμεταβαλλω	to change along with	NULL
7704	συμμετακοσμεω	to change one's habits along with	NULL
7705	συμμεταπιπτω	to change along with	NULL
7706	συμμεταφερω	to be borne off together	NULL
7707	συμμετεχω	to partake of	NULL
7708	συμμετισχω		NULL
7709	συμμετοικεω	to emigrate along with	NULL
7710	συμμετρεω	to measure by comparison with	NULL
7711	συμμισγω	to mix together, commingle	NULL
7712	συμμῑσεω	to join with in hating	NULL
7713	συμμοχθεω	to share in toil with	NULL
7714	συμμυω	to initiate together	NULL
7715	συμμυω	to be shut up, to close, be closed	NULL
7716	συμπαθεω	to sympathise	NULL
7717	συμπαιᾱνιζω	to sing paeans	NULL
7718	συμπαιδευω	to teach together, educate at the same time	NULL
7719	συμπαιζω	to play	NULL
7720	συμπαιω	to dash against	NULL
7721	συμπᾰνηγῠριζω	to attend a solemn assembly with	NULL
7722	συμπαραβυω	to cram in along with	NULL
7723	συμπαραγγελλω	to help in canvassing for	NULL
7724	συμπαραδηλοω	to shew incidentally at the same time	NULL
7725	συμπαραθεω	to run along together	NULL
7726	συμπαραινεω	to join in recommending	NULL
7727	συμπαρακαθιζω	to make to sit beside	NULL
7728	συμπαρακαλω	to invite together	NULL
7729	συμπαρᾰκολουθεω	to follow in a parallel line with, keep up with	NULL
7730	συμπαρακομιζω	to carry along the coast with	NULL
7731	συμπαρακυπτω	to bend oneself along with	NULL
7732	συμπαραλαμβανω	to take along with	NULL
7733	συμπαραμενω	to stay along with	NULL
7734	συμπαραμιγνυω	to mix in together	NULL
7735	συμπαρανευω	to express assent also	NULL
7736	συμπαραπεμπω	to escort along with	NULL
7737	συμπαραπολλῡμι	to perish along with	NULL
7738	συμπαρασκευαζω	to assist in getting ready	NULL
7739	συμπαραστᾰτεω	to stand by so as to assist	NULL
7740	συμπαρατηρεω	to keep watch together	NULL
7741	συμπαρατιθημι	to place alongside of	NULL
7742	συμπαρατρεφω	to bring up	NULL
7743	συμπαρατρεχω	to run along with	NULL
7744	συμπαραφερω	to carry along together: —	NULL
7745	συμπαρειμι	sum	NULL
7746	συμπαρειμι	ibo	NULL
7747	συμπαρεχω	to assist in causing	NULL
7748	συμπαριστημι	to place beside one also	NULL
7749	συμπαρομαρτεω		NULL
7750	συμπαροξυνω	to provoke with	NULL
7751	συμπαρορμαω	to urge on with	NULL
7752	συμπειρω	to pierce through together	NULL
7753	συμπεμπω	to send with	NULL
7754	συμπενθεω	to join in mourning for a thing	NULL
7755	συμπεραινω	to join	NULL
7756	συμπερθω	to destroy with	NULL
7757	συμπεριαγω	to carry about with	NULL
7758	συμπεριειμι	to go round with	NULL
7759	συμπερθω	to run about together	NULL
7760	συμπεριλαμβανω	to comprehend	NULL
7761	συμπερινοστεω	to go round together with, follow along with	NULL
7762	συμπεριπᾰτεω	to walk round	NULL
7763	συμπεριποιεω	to help in procuring	NULL
7764	συμπεριτρεχω	to run round together	NULL
7765	συμπεριφερω	to carry round along with	NULL
7766	συμπεροναω	to pin together	NULL
7767	συμπηγνῡμι	to put together, construct, frame	NULL
7768	συμπῐεζω	to press	NULL
7769	συμπινω	to drink together, join in a drinking bout	NULL
7770	συμπλασσω	to mould	NULL
7771	συμπλᾰτᾰγεω	to sound by striking together	NULL
7772	συμπλεκω	to twine	NULL
7773	συμπλεω	to sail in company with	NULL
7774	συμπληθυνω	to multiply	NULL
7775	συμπληθυω	to help to fill	NULL
7776	συμπληροω	to help to fill	NULL
7777	συμπνεω	to breathe together with	NULL
7778	συμπνιγω	to throttle, choke, press closely	NULL
7779	συμποδιζω	to tie the feet together, bind hand and foot	NULL
7780	συμποιω	to help in doing	NULL
7781	συμποιμαινω	to feed together	NULL
7782	συμπολεμεω	to join in war	NULL
7783	συμπολιζω	to unite into one city	NULL
7784	συμπολιορκεω	to join in besieging, to besiege jointly	NULL
7785	συμπολῑτευω	to live as fellow-citizens	NULL
7786	συμπομπευω	to accompany in a procession, to escort	NULL
7787	συμπονεω	to work with	NULL
7788	συμπορθεω	to help to destroy	NULL
7789	συμποριζω	to help in procuring	NULL
7790	συμποσιαρχεω	to be a	NULL
7791	συμπασχω	to suffer together, be affected by the same thing	NULL
7792	συμπᾰτασσω	to strike with	NULL
7793	συμπᾰτεω	to tread together, trample under foot	NULL
7794	συμπεδαω	to bind together	NULL
7795	συμπειθω	to join	NULL
7796	συμπρησσω	to join	NULL
7797	συμπρεπω	to befit, beseem	NULL
7798	συμπρεσβευω	to be a fellow-ambassador, be joined	NULL
7799	συμπροαγω	to lead forward together	NULL
7800	συμπροξενεω	to help in furnishing with means	NULL
7801	συμπροπεμπω	to join in escorting	NULL
7802	συμπροσψαυω	to clash against	NULL
7803	συμπτυσσω	to fold together, fold up and lay by	NULL
7804	συμπῠροω	to burn up with	NULL
7805	συμφερω	to bring together, gather, collect	NULL
7806	συμφευγω	to flee along with	NULL
7807	συμφημ	to assent, approve	NULL
7808	συμφθειρω	to destroy together	NULL
7809	συμφθινω	to decay along with	NULL
7810	συμφῐλεω	to love mutually	NULL
7811	συμφῐλοκᾰλεω	to be candidate for an honour along with	NULL
7812	συμφῐλονῑκεω	to take part in a dispute with, side with	NULL
7813	συμφῐλοσοφεω	to join in philosophic study	NULL
7814	συμφλεγω	to burn to cinders	NULL
7815	συμφοβεω	to frighten at the same time	NULL
7816	συμφοιτεω	to go regularly to	NULL
7817	συμφονευω	to join	NULL
7818	συμφορεω	to bring together, to gather, collect, heap up	NULL
7819	συμφραζω	to join in considering, to take counsel with	NULL
7820	συμφρασσω	to press	NULL
7821	συμφρονεω	to be of one mind with, to agree	NULL
7822	συμφροντιζω	to have a joint care for	NULL
7823	συμφῠλασσω	to keep guard along with	NULL
7824	συμφῡρω	to knead together: beat black and blue	NULL
7825	συμφῡσαω	to blow together	NULL
7826	συμφῠτευω	to plant along with	NULL
7827	συμφυω	to make to grow together	NULL
7828	συμφωνεω	to agree in sound, be in harmony	NULL
7829	συμψαυω	to touch one another	NULL
7830	συμψαω	to sweep away	NULL
7831	συμψηφιζω	to reckon together, count up	NULL
7832	συμψοφεω	to make a noise together	NULL
7833	συνᾰγειρω	to gather together, assemble	NULL
7834	συναγνῡμι	to break together, break to pieces, shiver, shatter	NULL
7835	συνᾰγορευω	to join in advocating, advocate the same	NULL
7836	συναγρευω	to join in the chase	NULL
7837	συναγω	to bring together, gather together, collect, convene	NULL
7838	συνᾰγωνιαω	to share in the anxiety	NULL
7839	συνᾰδῐκεω	to join in wrong	NULL
7840	συναδω	to sing with	NULL
7841	συνᾰειρω	to raise up together	NULL
7842	συναθλεω	to strive together	NULL
7843	συναθροιζω	to gather together, assemble	NULL
7844	συνᾰθυρω	to play with	NULL
7845	συναινεω	to join in praising	NULL
7846	συναιρω	to grasp	NULL
7847	συναιρω	to take up together	NULL
7848	συναιχμαζω	to fight with	NULL
7849	συνακμαζω	to bloom at the same time	NULL
7850	συνᾰκολασταινω	to live dissolutely with	NULL
7851	συνᾰκολουθεω	to follow closely, to accompany	NULL
7852	συνᾰκοντιζω	to throw a javelin along with	NULL
7853	συνᾰκουω	to hear along with	NULL
7854	συνᾰλᾰλαζω	to cry aloud together	NULL
7855	συναλγω	to share in suffering, sympathise	NULL
7856	συναλειφω	to smear	NULL
7857	συνᾱλιζω	to bring together, collect	NULL
7858	συναλλασσω	to bring into intercourse with, associate with	NULL
7859	συνᾰλοαω	to thresh out together, to grind to powder, crush, shiver	NULL
7860	συνᾰλυω	to wander about with	NULL
7861	συναμπεχω	to cover up closely, to wrap up	NULL
7862	συναναβαινω	to go up with	NULL
7863	συναναβοαω	to cry out together	NULL
7864	συνᾰναγκαζω	to join	NULL
7865	συναναγραφω	to register	NULL
7866	συναναγω	to carry back together	NULL
7867	συναναδιδωμι	to give back along with	NULL
7868	συναναζευγνῡμι	to set out along with	NULL
7869	συναναιρεω	to destroy together with	NULL
7870	συνᾰνᾱλισκω	to expend together	NULL
7871	συναναμισγω	to mix up together	NULL
7872	συναναπειθω	to assist in persuading	NULL
7873	συναναπεμπω	to send up together	NULL
7874	συναναπλεκω	to entwine together with	NULL
7875	συναναπρασσω	to join in exacting	NULL
7876	συναναρριπτεω	to throw up together	NULL
7877	συνανασκαπτω	to dig up besides	NULL
7878	συνανασπαω	to draw up together	NULL
7879	συναναττω	to rule with	NULL
7880	συναναστρεφω	to turn back together	NULL
7881	συνανατηκω	to melt with	NULL
7882	συνανατιθημι	to dedicate along with	NULL
7883	συνανατρεχω	to run up with	NULL
7884	συναναφυρω	to knead up together	NULL
7885	συνανιστημι	to make to stand up	NULL
7886	συνανταω	to meet face to face	NULL
7887	συναντιαζω		NULL
7888	συναντλεω	to drain along with	NULL
7889	συνᾰνυω	to come to an end with	NULL
7890	συναξῐοω	to join in requiring	NULL
7891	συναπαγω	to lead away with	NULL
7892	συναπαιρω	to sail	NULL
7893	συναπαρτιζω	to correspond exactly with, lie over against	NULL
7894	συνᾰπειλεω	to threaten at the same time	NULL
7895	συναποβαινω	to disembark together with	NULL
7896	συναποδημεω	to be abroad together	NULL
7897	συναποδιδρασκω	to run away along with	NULL
7898	συναποδοκῐμαζω	to join in reprobating	NULL
7899	συναποθνησκω	to die together with	NULL
7900	συναποικιζω	to go as	NULL
7901	συναποκαμνω	to cease from weariness together	NULL
7902	συναποκτεινω	to kill together	NULL
7903	συναπολαμβανω	to receive in common	NULL
7904	συναπολαμπω	to shine forth together	NULL
7905	συναπολλῡμι	to destroy together	NULL
7906	συναπονευω	to bend away together	NULL
7907	συναποπεμπω	to send off together	NULL
7908	συναπορρηγνῡμι	to break together	NULL
7909	συναποσβεννῡμι	to put out with	NULL
7910	συναποστελλω	to despatch together with	NULL
7911	συναποστερεω	to help to strip	NULL
7912	συναποφαινω	to assert likewise	NULL
7913	συναπτω	to tie	NULL
7914	συναπωθεω	to push away together	NULL
7915	συνᾰρᾰρισκω	to join together.	NULL
7916	συρρασσω	to dash together, dash in pieces, shiver, shatter	NULL
7917	συνᾰρεσκω	to please	NULL
7918	συναριθμω	to reckon in, to take into the account, enumerate	NULL
7919	συνᾱρισταω	to take breakfast	NULL
7920	συνᾰριστευω	to do brave deeds together	NULL
7921	συναρμοζω	to fit together	NULL
7922	συναρμολογεω	to be fitted	NULL
7923	συναρπαζω	to seize and carry clean away	NULL
7924	συναρταω	to knit	NULL
7925	συναρχω	to rule jointly with	NULL
7926	συνασκεω	to join in practising	NULL
7927	συνασπῐδοω	to keep the shields close together, stand in close order	NULL
7928	συνασπιζω	to be a shield-fellow	NULL
7929	συνασχᾰλαω	to sympathise indignantly with	NULL
7930	συνασχαλλω		NULL
7931	συνᾰτῑμαζω	to be disgraced with	NULL
7932	συναυαινω	to dry quite up	NULL
7933	ξυναυδω	to speak together: to agree, confess, allow	NULL
7934	συναυλεω	to accompany on the flute	NULL
7935	συναυξανω	to increase	NULL
7936	συναπαιρω	to take away together	NULL
7937	συναφανιζει	to perish with	NULL
7938	συναφιστημι	to draw into revolt together	NULL
7939	συνδᾰιζω	to kill with the rest, kill also	NULL
7940	συνδαινῡμι	to entertain together	NULL
7941	συνδακνω	to bite together	NULL
7942	συνδακρυω	to weep with	NULL
7943	συνδειπνεω	to dine	NULL
7944	συνδεκαζω	to bribe all together	NULL
7945	συνδεω	to join in begging	NULL
7946	συνδεω	to bind	NULL
7947	συνδηλοω	to make altogether clear	NULL
7948	συνδημᾰγωγεω	to join in seeking popularity	NULL
7949	συνδιαβαινω	to go through	NULL
7950	συνδιαβαλλω	to convey over together	NULL
7951	συνδιαβῐβαζω	to carry through	NULL
7952	συνδιαγιγνωσκω	to join with	NULL
7953	συνδιαγω	to go through together	NULL
7954	συνδῐαιταω	to dwell with	NULL
7955	συνδιακινδῡνευω	to share in danger	NULL
7956	συνδιακομιζω	to cross over together	NULL
7957	συνδιακοσμεω	to set in order together	NULL
7958	συνδιαλλασσω	to help in reconciling	NULL
7959	συνδιαλυω	to help in putting an end to	NULL
7960	συνδιαμενω	to stand one's ground with	NULL
7961	συνδιαμνημονευω	to call to remembrance along with	NULL
7962	συνδιανευω	to turn every way together	NULL
7963	συνδιαπλεω	to sail through together	NULL
7964	συνδιαπολεμεω	to carry on a war along with	NULL
7965	συνδιᾰπορεω	to start doubts	NULL
7966	συνδιαπρασσω	to accomplish together	NULL
7967	συνδιασκοπεω	to look through	NULL
7968	συνδιαστρεφω	to distort together	NULL
7969	συνδιατᾰλαιπωρεω	to endure hardship with	NULL
7970	συνδιατελεω	to continue with to the end	NULL
7971	συνδιατηρεω	to assist in maintaining	NULL
7972	συνδιατριβω	to pass	NULL
7973	συνδιαφερω	to bear along with one	NULL
7974	συνδιαφθειρω	to perish along with	NULL
7975	συνδιαχειμαζω	to be in winter quarters along with	NULL
7976	συνδιαχειριζω	to assist in accomplishing	NULL
7977	συνδιεκπιπτω	to rush out through together	NULL
7978	συνδιεξειμι	ibo	NULL
7979	συνδιημερευω	to spend the day with	NULL
7980	συνδῐκαζω	to be assessor to a judge	NULL
7981	συνδῐκεω	to act as one's advocate	NULL
7982	συνδιοικεω	to administer together with	NULL
7983	συνδιοραω	to examine together	NULL
7984	συνδισκευω	to play at quoits with	NULL
7985	συνδῐωκω	to chase away together, join in the chase	NULL
7986	συνδοκεω	to seem good also	NULL
7987	συνδοκῐμαζω	to examine together	NULL
7988	συνδοξαζω	to join in approving	NULL
7989	συνδουλευω	to be a fellow-slave with	NULL
7990	συνδραω	to do together, help in doing	NULL
7991	συνδῠαζω	to join two and two, couple	NULL
7992	συνδυστῠχεω	to share in misfortune	NULL
7993	συνεγγιζω	to draw near together	NULL
7994	συνεγγῠαω	to join in betrothing	NULL
7995	συνεγειρω	to help in raising	NULL
7996	συνεδρευω	to sit together, sit in council	NULL
7997	συνθελω	to have the same wish, to consent	NULL
7998	συνεθιζω	to accustom	NULL
7999	συνιλλω	to crowd together	NULL
8000	ξυνειμ	sum	NULL
8001	ξυνειμ	ibo	NULL
8002	συνειργνῡμι		NULL
8003	συνειρω	to string together	NULL
8004	συνεισαγω	to bring in together	NULL
8005	συνεισβαινω	to embark in	NULL
8006	συνεισβαλλω	to make an inroad into	NULL
8007	συνεισπιπτω	to fall	NULL
8008	συνεισπλεω	to sail into together	NULL
8009	συνεισπρασσω	to help	NULL
8010	συνεισφερω	to join in paying the war-tax	NULL
8011	συνεκβαινω	to go out together	NULL
8012	συνεκβαλλω	to cast out along with	NULL
8013	συνεκβῐβαζω	to help in bringing out	NULL
8014	συνεκδημεω	to be abroad with	NULL
8015	συνεκδιδωμι	to give out	NULL
8016	συνεκθνησκω	to faint along with	NULL
8017	συνεκκαιω	to set on fire together	NULL
8018	συνεκκλεπτω	to help to steal away	NULL
8019	συνεκκλησιαζω	to frequent the	NULL
8020	συνεκκομιζω	to carry out along with	NULL
8021	συνεκκοπτω	to help to cut away	NULL
8022	συνεκλυω	to be dissolved together	NULL
8023	συνεκπεμπω	to send out together	NULL
8024	συνεκπεραω	to come out together	NULL
8025	συνεκπινω	to drink off together	NULL
8026	συνεκπιπτω	to rush out together with	NULL
8027	συνεκπλωω	to sail out along with	NULL
8028	συνεκπνεω	to breathe one's last along with	NULL
8029	συνεκπονεω	to help in working out	NULL
8030	συνεκποριζω	to help in procuring	NULL
8031	συνεκσωζω	to help in delivering	NULL
8032	συνεκτασσω	to arrange in line with	NULL
8033	συνεκτικτω	to bring forth together	NULL
8034	συνεκτινω	to pay along with	NULL
8035	συνεκτρεφω	to rear up along with	NULL
8036	συνεκτρεχω	to sally out together	NULL
8037	συνεκφερω	to carry out together	NULL
8038	συνεκχεω	to pour out together	NULL
8039	συνελαυνω	to drive together	NULL
8040	συνελευθεροω	to join in freeing from	NULL
8041	συνελισσω	to roll together	NULL
8042	συνελκω	to draw together, to draw up, contract	NULL
8043	συνεμβαινω	to embark together	NULL
8044	συνεμβαλλω	to help in applying	NULL
8045	συνεμπιπρημι	to burn together	NULL
8046	συνεμπιπτω	to fall in	NULL
8047	συνενδιδωμι	to give in together	NULL
8048	συνεξαγω	to lead out together	NULL
8049	συνεξαιρω	to take out together, to help in removing	NULL
8050	συνεξαιρω	to assist in raising	NULL
8051	συνεξᾰκολουθεω	to follow constantly, to attend everywhere	NULL
8052	συνεξᾰκουω	to hear all together	NULL
8053	συνεξᾰλειφω	to abolish together	NULL
