	FPP	English	Sentiment
10373	τροχιος	round	NULL
10374	τροχοειδης	round as a wheel, circular	NULL
10375	τροχοεις	round as a wheel, round	NULL
10376	τρῠγηφορος	bearing fruits	NULL
10377	τρῠγικος	of lees	NULL
10378	τρῠγωδικος		NULL
10379	τρῡσιβῐος	wearing out life	NULL
10380	τρυφερ	delicate, dainty	NULL
10381	τρῠφηλος		NULL
10382	τρῡχηρος	ragged, tattered	NULL
10383	τρωικω	Trojan	NULL
10384	τρωος	of Tros	NULL
10385	τρωκτος	to be eaten raw: eatable	NULL
10386	τρωξῐμος		NULL
10387	τρωοφθορος	destructive to the Trojans	NULL
10388	τρωτος	to be wounded, vulnerable	NULL
10389	τυκτω	created	NULL
10390	τῠλωτος	knobbed	NULL
10391	τυμβηρης	entombed	NULL
10392	τυμβουχος	sepulchral	NULL
10393	τυμβοφονος	grave-murdering, disturbing the dead	NULL
10394	τυμβοχοος	throwing up a cairn	NULL
10395	τυμβοχωστος	heaped up into a cairn, high-heaped	NULL
10396	τυνδαρεος	Tyndareos	NULL
10397	τυννος	so small, so little	NULL
10398	τυννουτος	tantillus	NULL
10399	τῠπωδης	like an outline	NULL
10400	τυραννικω	of	NULL
10401	τῠραννοφονος	slaying tyrants	NULL
10402	τυριω	of Tyre, Tyrian	NULL
10403	τῡροεις	like cheese	NULL
10404	τῡρονωτος	cheese-backed, spread with cheese	NULL
10405	τῡροφορος	with cheese on it	NULL
10406	τυρσηνος	Tyrrhenian, Etruscan	NULL
10407	τυτθος	little, small	NULL
10408	τυφηρης	made from	NULL
10409	τυφλε	blind	NULL
10410	τυφλοστομος	with blind mouth	NULL
10411	τῡφωνικος	tempestuous	NULL
10412	τῠχαιος	accidental, chance	NULL
10413	τῠχηρος	lucky, fortunate	NULL
10414	υακινθινοβαφη	dyed hyacinth-colour	NULL
10415	υακινθινω	hyacinthine	NULL
10416	υαλω	of glass	NULL
10417	υελινω	of crystal	NULL
10418	υᾰλοχρους	glass-coloured	NULL
10419	υβος	hump-backed	NULL
10420	υβριστεος	that may be insulted	NULL
10421	υβριστικω	given to wantonness, wanton, insolent, outrageous	NULL
10422	υβριστος	wanton, insolent, outrageous	NULL
10423	υγιειν	good for the health, wholesome, sound, healthy	NULL
10424	ῠγῐεις		NULL
10425	ῠγῐηρος	good for the health, wholesome	NULL
10426	υγιη	sound, healthy, hearty, sound in	NULL
10427	υγρομελη	with supple, soft limbs	NULL
10428	υγρω	wet, moist, running, fluid	NULL
10429	υγροφθογγος	making a gurgling sound	NULL
10430	υδαρη	mixed with too much water, watery, washy	NULL
10431	υδασιστεγη	water-proof	NULL
10432	υδᾰτῐνος	of water, watery	NULL
10433	υδᾰτοεις	watery, like water	NULL
10434	υδᾰτοτρεφης	growing in	NULL
10435	υδρηλος	watery, wet	NULL
10436	υδροειδης	like water, watery	NULL
10437	υδροεις	fond of the water	NULL
10438	υδροφορος	carrying water	NULL
10439	υδροχῠτος	gushing with water	NULL
10440	υδρωπικος	dropsical	NULL
10441	υειω	of	NULL
10442	υετοεις	rainy	NULL
10443	ERROR: Nothing found with those parameters	rain	NULL
10444	υηνος	swinish	NULL
10445	υικος	of	NULL
10446	υλαιος	of the forest, savage	NULL
10447	υλᾰκομωρος	always barking, still howling	NULL
10448	υληεν	woody, wooded	NULL
10449	υλητομος		NULL
10450	υληφορος		NULL
10451	υληωρος	watching the wood	NULL
10452	υλοκομος	thick grown with wood	NULL
10453	υλοσκοπος	watching over woods	NULL
10454	υλοτομος	cutting	NULL
10455	υλοτομος	cut in the wood	NULL
10456	υλουργος	working wood	NULL
10457	υλοφαγος	feeding in the woods	NULL
10458	υλοφορβος	feeding in the woods	NULL
10459	υλωδη	woody, wooded	NULL
10460	υμενοπτερος	membrane-winged	NULL
10461	ῡμετερ	your, yours	NULL
10462	υμνητεος	one must praise	NULL
10463	υμνητος	sung of, praised, lauded	NULL
10464	υμνοποιος	making hymns	NULL
10465	υμνοπολος	busied with songs of praise	NULL
10466	υμνωδος	singing hymns	NULL
10467	υμοιος		NULL
10468	ῡμε	your	NULL
10469	υοπρωρος	having a beak turned up like a swine's snout	NULL
10470	υπαγγελος	summoned by messenger	NULL
10471	υπαιθρω	under the sky, in the open air, a-field	NULL
10472	υπαιτιος	under accusation, called to account, responsible	NULL
10473	υπαλπειος	under the Alps	NULL
10474	υπαναστατεος	one must rise up	NULL
10475	υπανδρος	under a man, subject to him, married	NULL
10476	υπαντρος	with caverns underneath	NULL
10477	υπαργῠρος	having silver underneath;	NULL
10478	υπαρκτεος	one must begin	NULL
10479	υπαρκτιος	towards the north	NULL
10480	υπαρνος	with a lamb under	NULL
10481	υπασπιδιος	under shield, covered with a shield	NULL
10482	υπατικω	of consular rank	NULL
10483	υπατ	supremus, the highest, uppermost	NULL
10484	υπαυλος	under	NULL
10485	υπαυχενιος	under the neck	NULL
10486	υπαφρος	somewhat frothy	NULL
10487	υπαφρον	somewhat stupid	NULL
10488	υπεγγῠος	having given surety, liable to be called to account	NULL
10489	υπεικτεος	one must yield	NULL
10490	υπεναντι	set over against, meeting	NULL
10491	υπερᾰβελτερος	above measure simple	NULL
10492	υπερᾱης	blowing hard	NULL
10493	υπεραισχρος	exceeding foul	NULL
10494	υπερακμος	past the bloom of youth	NULL
10495	υπερακρῑβης	exceedingly exact	NULL
10496	υπερακριος	over	NULL
10497	υπερακρος	over	NULL
10498	υπεραλγη	exceeding grievous	NULL
10499	υπεραλκης	exceeding strong	NULL
10500	υπεραλλος	above others, exceeding great	NULL
10501	υπεραλπειος	transalpine	NULL
10502	υπεραναισχυντος	exceeding impudent	NULL
10503	υπερανθρωπος	superhuman	NULL
10504	υπεραντλος	quite full of water	NULL
10505	υπερασθενη	exceeding weak	NULL
10506	υπερασθμος	panting exceedingly	NULL
10507	υπερατοπος	beyond measure, absurd	NULL
10508	υπεραττῐκος	carrying the use of the Attic dialect to excess	NULL
10509	υπεραυγης	shining exceedingly	NULL
10510	υπεραυχος	over-boastful, overproud	NULL
10511	υπεραφανος		NULL
10512	υπεραχθης	overburdened	NULL
10513	υπερβᾰρης	exceeding heavy	NULL
10514	υπερβᾰτος	to bepassed	NULL
10515	υπερβιε	of overwhelming strength	NULL
10516	υπερβριθες		NULL
10517	υπεργελοιος	above measure ridiculous	NULL
10518	υπεργηρως	exceeding old, of extreme age	NULL
10519	υπερδᾰσυς	very hairy	NULL
10520	υπερδεᾰ	above all fear, undaunted	NULL
10521	υπερδεινος	exceeding alarming	NULL
10522	υπερδεξιω	lying above one on the right hand	NULL
10523	υπερδικ	more than just, severely just	NULL
10524	υπερελαφρος	exceeding light	NULL
10525	ERROR: Nothing found with those parameters	above	NULL
10526	υπερευγενη	exceeding noble	NULL
10527	υπερηδυς	exceeding sweet	NULL
10528	υπερημερω	over the day for payment	NULL
10529	υπερημισυ	above half, more than half	NULL
10530	υπερημος	somewhat desolate	NULL
10531	υπερηνορεος	exceedingly manly	NULL
10532	υπερηφανω	overweening, arrogant, haughty	NULL
10533	υπερθαλασσιδιος	above the coast-land	NULL
10534	υπερθαυμαστος	most admirable	NULL
10535	υπερθυμω	high-spirited, high-minded, daring	NULL
10536	υπερισχῡρος	exceeding strong	NULL
10537	υπερκᾰλος	exceeding beautiful	NULL
10538	υπερκαταγελαστος	exceedingly absurd	NULL
10539	υπερκατηφης	very distressing	NULL
10540	υπερκομπω	overweening, arrogant	NULL
10541	υπερκοπω	overstepping all bounds, extravagant, arrogant	NULL
10542	υπερκοτος	exceeding angry, cruel	NULL
10543	υπερλαμπρος	exceeding bright	NULL
10544	υπερμακης		NULL
10545	υπερμᾰχητικος	inclined to fight for	NULL
10546	υπερμᾰχος	a champion, defender	NULL
10547	υπερμεγας	immensely great	NULL
10548	υπερμεγεθη		NULL
10549	υπερμενες	exceeding mighty, exceeding strong	NULL
10550	υπερμετρω	beyond all measure, excessive	NULL
10551	υπερμηκη	exceeding long	NULL
10552	υπερνεφελος	above the clouds	NULL
10553	υπερνοτιος	beyond the south wind	NULL
10554	υπερογκος	of excessive bulk, swollen to a great size	NULL
10555	υπεροικος	dwelling above	NULL
10556	υπεροπλος	proudly trusting in force of arms, defiant, presumptuous	NULL
10557	υπεροπτικος	disposed to despise others, contemptuous, disdainful	NULL
10558	υπεροπτος	disdainful	NULL
10559	υπεροριος	over the boundaries	NULL
10560	υπερουρανιος	above the heavens	NULL
10561	υπειροχ	prominent, eminent, distinguished above	NULL
10562	υπερπαγες	very frosty	NULL
10563	υπερπᾰθης	grievously afflicted.	NULL
10564	υπερτατε	over, above, w. gen, over, beyond, w. acc.	NULL
10565	υπερπετη	flying over	NULL
10566	υπερπικρος	exceeding sharp in temper	NULL
10567	υπερπληθη	superabundant	NULL
10568	υπερπλουσιος	over-wealthy, exceeding rich	NULL
10569	υπερπλουτος		NULL
10570	υπερπολυς	overmuch	NULL
10571	υπερπονος	quite worn out	NULL
10572	υπερποντιος	over the sea	NULL
10573	υπερπτωχος	exceeding poor	NULL
10574	υπερσοφος	exceeding wise	NULL
10575	υπερτατε	uppermost, highest, supreme	NULL
10576	υπερτελες	leaping over the strait	NULL
10577	υπερτενη	stretching over, laid over	NULL
10578	υπερτερος	over	NULL
10579	υπερτονος	overstrained, strained to the utmost, at full pitch, exceeding loud	NULL
10580	υπερυθρος	somewhat red, reddish	NULL
10581	υπερυψηλος	exceeding high	NULL
10582	υπερφανη	appearing over	NULL
10583	υπερφᾰτος	above speech, unspeakable	NULL
10584	υπερφῐᾰλος	overbearing, overweening, arrogant	NULL
10585	υπερφοβος	very fearful, timid	NULL
10586	υπερφυη	overgrown, enormous	NULL
10587	υπερχρεως	over head and ears in debt	NULL
10588	υπερψυχρος	very frigid	NULL
10589	υπερω	being above	NULL
10590	υπερωτατος		NULL
10591	υπευθυνω	liable to give account for	NULL
10592	υπηκοω	giving ear, listening to	NULL
10593	υπηνεμιος	lifted	NULL
10594	υπηνεμος	under the wind, under shelter from it	NULL
10595	υπηοιος	about dawn, towards morning, early	NULL
10596	υπηρετητεος	one must serve	NULL
10597	υπηρετικος	of	NULL
10598	υπνιδιος	drowsy	NULL
10599	υπνωδες	sleepy, drowsy	NULL
10600	υποαμουσος	somewhat estranged from the Muses	NULL
10601	υποβενθιος	under the depths	NULL
10602	υποβλητεος	to be put under	NULL
10603	υποβλητος	put in another's place, counterfeit, suborned, false	NULL
10604	υποβολῐμαιος	substituted by stealth, supposititious	NULL
10605	ῠποβρυχιος	under water	NULL
10606	υποβρυχω	under water	NULL
10607	υπογειω	under the earth, subterraneous	NULL
10608	υπογλαυκος	somewhat gray	NULL
10609	υπογῠος	under one's hand, nigh at hand	NULL
10610	υποδεης	somewhat deficient, inferior;	NULL
10611	υποδεικτεος	to be traced out	NULL
10612	υποδεξιος	capacious	NULL
10613	υποδῐκος	brought to trial	NULL
10614	υποδιφθερος	clothed in skins	NULL
10615	υποδρομος	running under	NULL
10616	υποδροσος	somewhat moistened	NULL
10617	υποθερμος	somewhat hot	NULL
10618	υποθετεος	one must assume	NULL
10619	υποκαρδιος	in the heart	NULL
10620	υποκολπιος	under the folds of the robe	NULL
10621	υποκοπος	somewhat tired	NULL
10622	υποκουφος	somewhat light	NULL
10623	υποκρῐτικος	belonging to	NULL
10624	υποκυκλος	running on wheels	NULL
10625	υποκῡφος	somewhat humped	NULL
10626	υποκωφω	somewhat deaf	NULL
10627	υπολαμπες	shining with inferior lustre	NULL
10628	υπολεπτος	somewhat fine	NULL
10629	υποληπτεος	one must suppose, understand, think of	NULL
10630	υπολιζων	somewhat less	NULL
10631	υπολῐθος	somewhat stony	NULL
10632	υπολισπος	somewhat smooth, worn smooth	NULL
10633	υπολιχνος	somewhat lickerish	NULL
10634	υπολογιστεος	one must take into account	NULL
10635	υπολογω	held accountable	NULL
10636	υπολοιπω	left behind, staying behind	NULL
10637	υπολυριος	under the lyre;	NULL
10638	υπομακρος	somewhat long, longish	NULL
10639	υπομαργος	somewhat mad	NULL
10640	υπομβρος	mixed with rain	NULL
10641	υπομειων	somewhat less:—	NULL
10642	υπομεμψιμοιρος	somewhat discontented with his lot	NULL
10643	υπομενετεος	one must sustain, abide, endure	NULL
10644	υπομενετικος	patient of	NULL
10645	υπομισθος	serving for pay, hired	NULL
10646	υπομωρος	rather stupid	NULL
10647	υπονεφελος	under the clouds	NULL
10648	υπονηιος	under the promontory Neium, lying at its base	NULL
10649	υπονομος	underground	NULL
10650	υποξῠλος	wooden underneath	NULL
10651	υποξῠριος	under the rasor	NULL
10652	υποπεμπτος	sent covertly	NULL
10653	υποπετρος	somewhat rocky	NULL
10654	υποπλακιος	under mount Placus	NULL
10655	υποπλεω	pretty full	NULL
10656	υποπολιος	somewhat gray	NULL
10657	υποπτερος	winged	NULL
10658	υποπτω	looked at from beneath	NULL
10659	υποπυθμιδιος	under the bottom	NULL
10660	υποπωλος	with a foal under	NULL
10661	υποροφος	the soft	NULL
10662	υπορρηνος	with a lamb under	NULL
10663	υποσαθρος	somewhat rotten	NULL
10664	υποσειραιος	dragged alongside	NULL
10665	υποσιδηρος	having a mixture	NULL
10666	υποσκῐος	under shade	NULL
10667	υποσολοικος	guilty of a slight solecism	NULL
10668	υποσπονδος	under a treaty, bound	NULL
10669	υποστᾰτος	to be borne	NULL
10670	υποστεγω	under the roof, in	NULL
10671	υποταρταριος	under Tartarus	NULL
10672	υποτελη	subject to pay taxes, taxable, tributary	NULL
10673	υποτρομος	somewhat afraid	NULL
10674	υποτροπος	returning	NULL
10675	υποτυφω	somewhat arrogant	NULL
10676	υπουθατιος	under the udder, sucking	NULL
10677	υπουλω	festering under the scar	NULL
10678	υπουρανιος	under heaven, under the sky	NULL
10679	υπουργητεος	one must be kind to	NULL
10680	υπουργος	rendering service, serviceable, promoting, conducive to	NULL
10681	υποφθονος	somewhat jealous	NULL
10682	υποφονιος	murdering secretly	NULL
10683	υποχᾰλῑνιδιος	under the bridle:—	NULL
10684	υποχαλκος	containing a mixture of copper	NULL
10685	υποχᾰροπος	somewhat bright-eyed	NULL
10686	υποχειριος	under the hand, in hand	NULL
10687	υποχθονιος	under the earth, subterranean	NULL
10688	υποχος	subject	NULL
10689	υποχρεως	indebted, in debt	NULL
10690	υποχρῡσος	containing a mixture	NULL
10691	υποψαμμος	having sand under	NULL
10692	υποψᾱρος	somewhat dappled	NULL
10693	υποψιος	viewed from beneath	NULL
10694	υπτιαστεος	one must throw back	NULL
10695	υπτιω	sub	NULL
10696	υπωλενιος	under the elbow	NULL
10697	υπωροφιος	under the roof, in the house	NULL
10698	υπωροφος	under the eaves	NULL
10699	υπωχρος	pale yellow, sallow	NULL
10700	υσγῐνοβᾰφης	dyed scarlet	NULL
10701	υστατιω	at last	NULL
10702	υστατω		NULL
10703	υστεραιος	on the day after, the next day	NULL
10704	υστεροποινος	avenging after	NULL
10705	υστερ	latter, last	NULL
10706	υστεροφθορος	late-destroying	NULL
10707	υστεροφωνος	sounding after, echoing	NULL
10708	υφαιμος	suffused with blood, blood-shot	NULL
10709	υφαλω	under the sea	NULL
10710	υφαντικος	skilled in weaving	NULL
10711	υφαντοδονητος	woven by the flight of the shuttle	NULL
10712	υφαντος	woven	NULL
10713	υφεκτεος	one must submit to	NULL
10714	υφελκτεος	one must draw away	NULL
10715	υφησσων	somewhat less	NULL
10716	υφυδρος	under water	NULL
10717	υψερεφες	high-roofed, high-vaulted	NULL
10718	υψηγορος	talking big, grandiloquent, vaunting	NULL
10719	υψηεις		NULL
10720	υψηλοκρημνος	with lofty cliffs	NULL
10721	υψηλολογος	talking high, vaunting.	NULL
10722	υψηλονους	high-minded	NULL
10723	υψηλ	high, lofty, high-raised	NULL
10724	υψηρεφες		NULL
10725	υψηχης	high-sounding	NULL
10726	υψῐβᾰτος	set on high, high-placed	NULL
10727	υψῐγεννητος	born on high	NULL
10728	υψῐγυιος	with high limbs, high-stemmed	NULL
10729	υψῐζῠγος	sitting high on the benches;	NULL
10730	υψῐθρονος	high-throned	NULL
10731	υψῐκαρηνος	high-topped	NULL
10732	υψῐκελευθος	wandering on high	NULL
10733	υψικερω	high-horned	NULL
10734	υψικομω	with lofty foliage, towering	NULL
10735	υψῐκομπος	high boasting, arrogant	NULL
10736	υψῐκρημνος	with high crags	NULL
10737	υψῐλοφος	high-crested	NULL
10738	υψῐμελαθρος	high-built	NULL
10739	υψινεφες	dwelling high in the clouds	NULL
10740	υψῐπᾰγης	high-built, towering	NULL
10741	υψῐπεδος	with high ground, high-placed	NULL
10742	υψῐπετηεις		NULL
10743	υψῐπετηλος	with high foliage, towering	NULL
10744	υψῐπρυμνος	with high stern	NULL
10745	υψῐπρωρος	with high prow	NULL
10746	υψῐπῠλος	with high gates	NULL
10747	υψῐπυργος	high-towered	NULL
10748	υψιστ	highest, loftiest	NULL
10749	υψιτερος	loftier	NULL
10750	υψῐφᾰης	high-shining, far-seen	NULL
10751	υψοροφος	high-roofed, high-ceiled	NULL
10752	φᾰαντατος	brightest	NULL
10753	φᾰαντερος	brighter	NULL
10754	φαεινε	shining, beaming, radiant	NULL
10755	φαεσιμβροτω	bringing light to mortals	NULL
10756	φαεσφορε	light-bringing	NULL
10757	φαιδιμ	shining	NULL
10758	φαιδρονους	with bright, joyous mind	NULL
10759	φαιδρε	bright, beaming	NULL
10760	φαιδρωπος	with bright, joyous look	NULL
10761	φαιος	dusky, dun, gray	NULL
10762	φαλακρω	baldheaded, bald	NULL
10763	φαλανθω	bald in front	NULL
10764	φαλαρ	having a patch of white	NULL
10765	φαληρικω	of	NULL
10766	φαλλικος	of	NULL
10767	φᾰλος	shining, white.	NULL
10768	φᾰναιος	giving	NULL
10769	φᾰνερομῑσος	openly hating	NULL
10770	φανερ	open to sight, visible, manifest, evident	NULL
10771	φᾰνεροφῐλος	openly loving, an open friend	NULL
10772	φανε	light, bright	NULL
10773	φαρμακωδη	of the nature of a	NULL
10774	φασγανουργος	forging swords	NULL
10775	φᾱσιᾱνος	from the river Phasis	NULL
10776	φασσοφονω	dove-killing	NULL
10777	φᾰτειος	utterable	NULL
10778	φατεος	one must say	NULL
10779	φατ	that may be spoken	NULL
10780	φαυλεπιφαυλος	bad upon bad, bad as bad can be	NULL
10781	φαυλ	easy, slight	NULL
10782	φαυσιμβροτος		NULL
10783	φειδωλω	sparing, thrifty	NULL
10784	φειστεος	one must spare	NULL
10785	φελλῐνος	made of cork	NULL
10786	φερανθης	flower-bringing	NULL
10787	φερεαυγης	bringing light	NULL
10788	φερεγγυω	giving surety	NULL
10789	φερεκᾰκος	inured to toil	NULL
10790	φερεκαρπε	yielding fruit	NULL
10791	φερενικω	carrying off victory	NULL
10792	φερεοικος	carrying one's house with one	NULL
10793	φερεπονος	bringing toil and trouble	NULL
10794	φερεσβῐος	life-giving	NULL
10795	φερεσσᾰκης	shield-bearing	NULL
10796	φερεσταφῠλος	yielding bunches of grapes	NULL
10797	φεριστε		NULL
10798	φερτατ	bravest, best	NULL
10799	φερτε	endurable	NULL
10800	φευκτεος	one must flee	NULL
10801	φευκτω	to be shunned	NULL
10802	φηγῐνος	oaken	NULL
10803	φηλος	deceitful.	NULL
10804	φηρομᾰνης	game-mad, madly fond of wild animals	NULL
10805	φθαρτικω	destructive of	NULL
10806	φθαρτος	perishable	NULL
10807	φθερσιγενης	destroying the race	NULL
10808	φθῐνοκαρπος	having lost fruitfulness	NULL
10809	φθιος		NULL
10810	φθισιβροτος	destroying men	NULL
10811	φθιτ	the dead	NULL
10812	φθονερω	envious, jealous, grudging	NULL
10813	φῐᾰρος	shining, bright	NULL
10814	φῐλαβουλος	wilfully unadvised	NULL
10815	φιλαγλαε	loving splendour	NULL
10816	φῐλαγραυλος	fond of the country	NULL
10817	φῐλαγρυπνος	fond of waking, wakeful	NULL
10818	φιλαδελφω	loving one's brother	NULL
10819	φῐλαεθλος	fond of the games	NULL
10820	φῐλᾰθηναιος	fond of the Athenians	NULL
10821	φῐλαιδημων	loving modesty	NULL
10822	φῐλαιμᾰτος	bloodthirsty	NULL
10823	φῐλαιτερος		NULL
10824	φιλαιτιω	fond of accusing, censorious	NULL
10825	φῐλᾰκολουθος	readily following	NULL
10826	φῐλακρᾱτος	fond of sheer wine	NULL
10827	φῐλᾰλεξανδρος	a friend of Alexander	NULL
10828	φῐλᾰληθης	loving truth	NULL
10829	φιλαμπελος	loving the vine	NULL
10830	φιλανδρω	loving men	NULL
10831	φιλανθρωπ	loving mankind, humane, benevolent, kindly	NULL
10832	φιλαοιδω	fond of singing	NULL
10833	φιλαπεχθημον	fond of making enemies, quarrelsome	NULL
10834	φῐλαπλοικος	fond of simplicity	NULL
10835	φῐλᾰποδημος	fond of travelling	NULL
10836	φιλαργυρε	fond of money, covetous	NULL
10837	φιλαρετω	fond of virtue	NULL
10838	φῐλαρμᾰτος	fond of the chariot-race	NULL
10839	φῐλαρχος	fond of power, ambitious	NULL
10840	φῐλαστραγᾰλος	fond of playing at	NULL
10841	φῐλαυλος	fond of the flute	NULL
10842	φῐλαυτος	loving oneself	NULL
10843	φιλεγγῠος	readily giving security	NULL
10844	φιλεθειρος	attached to the hair	NULL
10845	φιλειδημων	fond of learning	NULL
10846	φιλεκδημος		NULL
10847	φῐλεργος	loving work, industrious	NULL
10848	φιλεριθ	fond of wool-spinning	NULL
10849	φιλεσπερος	fond of evening	NULL
10850	φιλεταιρω	fond of one's comrades	NULL
10851	φιλευιος	loving the cry of	NULL
10852	φῐλεχθης		NULL
10853	φῐληδης	fond of pleasure	NULL
10854	φῐληδονος	fond of pleasure	NULL
10855	φιληκοω	fond of hearing discussions	NULL
10856	φῐληλακᾰτος	fond of the spindle	NULL
10857	φῐληνεμος	loving wind	NULL
10858	φῐληνιος	following the rein, tractable	NULL
10859	φῐληρετμος	loving the oar	NULL
10860	φιλησιμολπε		NULL
10861	φιλητεος	one must love	NULL
10862	φῐλητικος	disposed to love	NULL
10863	φιλητε	to be loved, worthy of love	NULL
10864	φιλικω	of	NULL
10865	φιλι	of	NULL
10866	φῐλιππικος	of	NULL
10867	φιλιππε	fond of horses, horse-loving	NULL
10868	φῐλοβακχος	loving Bacchus	NULL
10869	φῐλοβᾰσιλειος	loving monarchy	NULL
10870	φῐλογᾱθης		NULL
10871	φῐλογαιος	loving the earth	NULL
10872	φῐλογᾰμος	longing for marriage	NULL
10873	φῐλογελοιος	fond of the ludicrous	NULL
10874	φῐλογεωργος	fond of a country life	NULL
10875	φιλογηθη	loving mirth, mirthful	NULL
10876	φῐλογραμμᾰτος	loving books	NULL
10877	φῐλογυμναστικος	of	NULL
10878	ERROR: Nothing found with those parameters	fond of women	NULL
10879	φῐλοδενδρος	fond of trees	NULL
10880	φῐλοδεσποτος	loving one's lord	NULL
10881	φῐλοδημος	a friend of the	NULL
10882	φιλοδικαιω	loving the right, loving justice	NULL
10883	φῐλοδικος	fond of lawsuits, litigious	NULL
10884	φιλοδοξω	loving honour	NULL
10885	φῐλοδουπος	loving noise	NULL
10886	φῐλοδωρος	fond of giving, bountiful	NULL
10887	φῐλοεργος	fond of work, industrious	NULL
10888	φῐλοζεφῠρος	loving the west wind	NULL
10889	φῐλοζωος	fond of one's life	NULL
10890	φῐλοζωος	fond of animals	NULL
10891	φιλοθεαμον	fond of seeing, fond of shows, plays	NULL
10892	φῐλοθεος	loving God, pious	NULL
10893	φιλοθεωρω		NULL
10894	φῐλοθηρος	fond of hunting	NULL
10895	φῐλοικειος	loving one's relations	NULL
10896	φῐλοικοδομος	fond of building	NULL
10897	φῐλοικτιρμων	prone to pity	NULL
10898	φῐλοικτιστος		NULL
10899	φιλοικτω	moving pity	NULL
10900	φῐλοινος	fond of wine	NULL
10901	φῐλοκαινος	loving novelty	NULL
10902	φῐλοκᾰλος	loving the beautiful	NULL
10903	φῐλοκαμπης	easily bending, lithe	NULL
10904	φῐλοκαρποφορος	bearing fruit abundantly	NULL
10905	φιλοκερδη	greedy of gain	NULL
10906	φιλοκερτομε	fond of jeering	NULL
10907	φῐλοκινδῡνος	fond of danger, adventurous	NULL
10908	φῐλοκισσοφορος	fond of wearing ivy	NULL
10909	φῐλοκνῑσος	fond of pinching, prurient	NULL
10910	φῐλοκοινος	fond of society	NULL
10911	φῐλοκοσμος	loving ornament	NULL
10912	φῐλοκρημνος	loving steep rocks	NULL
10913	φῐλοκροτᾰλος	loving rattles	NULL
10914	φῐλοκροτος	loving noise	NULL
10915	φῐλοκτεᾰνος	loving possessions, greedy of gain, covetous	NULL
10916	φῐλοκῠβος	fond of dice	NULL
10917	φῐλοκῡδης	loving glory	NULL
10918	φῐλοκῠνηγος	loving the chase	NULL
10919	φῐλοληιος	loving booty	NULL
10920	φιλολογω	fond of speaking	NULL
10921	φῐλολοιδορος	fond of reviling, abusive	NULL
10922	φιλομαθη	fond of learning, eager after knowledge	NULL
10923	φῐλομαστος	loving the breast	NULL
10924	φῐλομᾰχος	loving the fight, warlike	NULL
10925	φιλομβριος	rain-loving	NULL
10926	φῐλομηρος	fond of Homer	NULL
10927	φῐλομμηδης	laughter-loving	NULL
10928	φιλομολπε	loving dance and song	NULL
10929	φῐλομουσος	loving the Muses	NULL
10930	φῐλομῡθος	fond of legends	NULL
10931	φιλονεικητεος		NULL
10932	φιλονικω	fond of strife, eager for strife, contentious	NULL
10933	φιλονυμφιος	loving the bridegroom	NULL
10934	φιλοξεν	loving strangers, hospitable	NULL
10935	φῐλοπαιγμων	fond of play, playful, sportive	NULL
10936	φῐλοπαισμων		NULL
10937	φῐλοπαραβολος	fond of daring, venturous	NULL
10938	φῐλοπλεκτος	usually braided	NULL
10939	φιλοπλος	loving arms	NULL
10940	φῐλοπλους	fond of sailing	NULL
10941	φῐλοπλουτος	loving riches	NULL
10942	φιλοποιμνιος	loving the flock	NULL
10943	φῐλοποιος	making friends	NULL
10944	φιλοπολεμω	fond of war, warlike	NULL
10945	φῐλοπονηρος	a friend to bad men	NULL
10946	φιλοπονω	loving labour, laborious, industrious, diligent	NULL
10947	φῐλοπροσηγορος	easy of address, affable	NULL
10948	φῐλοπρωτος	fond of being first	NULL
10949	φῐλοπῡρος	loving wheat	NULL
10950	φῐλοργιος	fond of orgies	NULL
10951	φῐλορθιος	loving what is straight	NULL
10952	φῐλοσιτος	fond of corn, occupied about it	NULL
10953	φῐλοσκηπτρος	sceptred	NULL
10954	φιλοσκοπελω	loving rocks	NULL
10955	φῐλοσκωμμων	fond of scoffing	NULL
10956	φιλοσοφητεος	one must pursue wisdom	NULL
10957	φιλοσοφωτατος	a lover of wisdom	NULL
10958	φῐλοσπονδος	used in drink-offerings	NULL
10959	φιλ	loved, beloved, dear	NULL
10960	φιλοστεφανω	loving crowns, garlanded	NULL
10961	φιλοστονος	loving sighs, piteous	NULL
10962	φιλοστοργω	loving tenderly, affectionate	NULL
10963	φῐλοσωμᾰτος	loving the body	NULL
10964	φιλοτεκνε	loving one's children	NULL
10965	φιλοτεχνω	fond of art, artistic	NULL
10966	φιλοτασιω	of friendship	NULL
10967	φιλοτιμω	loving honour, covetous of honour, ambitious, emulous	NULL
10968	φῐλοτυραννος	friend of tyranny	NULL
10969	φῐλοφθογγος	loving noise, noisy	NULL
10970	φῐλοφῐλος	loving one's friends	NULL
10971	φιλοφρον	kindly minded, kindly, friendly, affable	NULL
10972	φιλοχορω	loving the choir	NULL
10973	φῐλοχρημᾰτος	loving money, fond of money	NULL
10974	φῐλοχρηστος	loving goodness	NULL
10975	φῐλοχρῡσος	fond of gold	NULL
10976	φῐλοχωρος	fond of a place.	NULL
10977	φιλοψευδη	fond of lies	NULL
10978	φῐλοψογος	fond of blame, censorious	NULL
10979	φιλοψυχητεος	one must love life	NULL
10980	φιλοψυχε	loving one's life, cowardly, dastardly, faint-hearted	NULL
10981	φιλτατ		NULL
10982	φιλτερος		NULL
