id	text	bare_text	sequence_num	morph_code	base_form	bare_base_form	definition
2628	γογγῠ́λῃ	γογγυλη	2628	a-s---fdp	γογγύλος	γογγυλος	round
2629	γογγῠ́λῳ	γογγυλω	2629	a-s---ndp	γογγύλος	γογγυλος	round
2630	γογγῠ́λοιν	γογγυλοιν	2630	a-d---mdp	γογγύλος	γογγυλος	round
2631	γογγῠ́λαιν	γογγυλαιν	2631	a-d---fdp	γογγύλος	γογγυλος	round
2632	γογγῠ́λοιν	γογγυλοιν	2632	a-d---ndp	γογγύλος	γογγυλος	round
2633	γογγῠ́λοις	γογγυλοις	2633	a-p---mdp	γογγύλος	γογγυλος	round
2634	γογγῠ́λαις	γογγυλαις	2634	a-p---fdp	γογγύλος	γογγυλος	round
2635	γογγῠ́λοις	γογγυλοις	2635	a-p---ndp	γογγύλος	γογγυλος	round
2636	γογγῠ́λον	γογγυλον	2636	a-s---map	γογγύλος	γογγυλος	round
2637	γογγῠ́λην	γογγυλην	2637	a-s---fap	γογγύλος	γογγυλος	round
2638	γογγῠ́λον	γογγυλον	2638	a-s---nap	γογγύλος	γογγυλος	round
2639	γογγῠ́λω	γογγυλω	2639	a-d---map	γογγύλος	γογγυλος	round
2640	γογγῠ́λᾱ	γογγυλα	2640	a-d---fap	γογγύλος	γογγυλος	round
2641	γογγῠ́λω	γογγυλω	2641	a-d---nap	γογγύλος	γογγυλος	round
2642	γογγῠ́λους	γογγυλους	2642	a-p---map	γογγύλος	γογγυλος	round
2643	γογγῠ́λᾱς	γογγυλας	2643	a-p---fap	γογγύλος	γογγυλος	round
2644	γογγῠ́λᾰ	γογγυλα	2644	a-p---nap	γογγύλος	γογγυλος	round
2645	γογγῠ́λε	γογγυλε	2645	a-s---mvp	γογγύλος	γογγυλος	round
2646	γογγῠ́λη	γογγυλη	2646	a-s---fvp	γογγύλος	γογγυλος	round
2647	γογγῠ́λον	γογγυλον	2647	a-s---nvp	γογγύλος	γογγυλος	round
2648	γογγῠ́λω	γογγυλω	2648	a-d---mvp	γογγύλος	γογγυλος	round
2649	γογγῠ́λᾱ	γογγυλα	2649	a-d---fvp	γογγύλος	γογγυλος	round
2650	γογγῠ́λω	γογγυλω	2650	a-d---nvp	γογγύλος	γογγυλος	round
2651	γογγῠ́λοι	γογγυλοι	2651	a-p---mvp	γογγύλος	γογγυλος	round
2652	γογγῠ́λαι	γογγυλαι	2652	a-p---fvp	γογγύλος	γογγυλος	round
2653	γογγῠ́λᾰ	γογγυλα	2653	a-p---nvp	γογγύλος	γογγυλος	round
2654	ὁ ἱδρώς	ο ιδρως	2654	n-s----n-	ἱδρώς	ιδρως	sweat
2655	τὼ ἱδρῶτε	τω ιδρωτε	2655	n-d----n-	ἱδρώς	ιδρως	sweat
2656	οἱ ἱδρῶτες	οι ιδρωτες	2656	n-p----n-	ἱδρώς	ιδρως	sweat
2657	τοῦ ἱδρῶτος	του ιδρωτος	2657	n-s----g-	ἱδρώς	ιδρως	sweat
2658	τοῖν ἱδρώτοιν	τοιν ιδρωτοιν	2658	n-d----g-	ἱδρώς	ιδρως	sweat
2659	τῶν ἱδρώτων	των ιδρωτων	2659	n-p----g-	ἱδρώς	ιδρως	sweat
2660	τῷ ἱδρῶτι	τω ιδρωτι	2660	n-s----d-	ἱδρώς	ιδρως	sweat
2661	τοῖν ἱδρώτοιν	τοιν ιδρωτοιν	2661	n-d----d-	ἱδρώς	ιδρως	sweat
2662	τοῖς ἱδρῶσῐ	τοις ιδρωσι	2662	n-p----d-	ἱδρώς	ιδρως	sweat
2663	τὸν ἱδρῶτᾰ	τον ιδρωτα	2663	n-s----a-	ἱδρώς	ιδρως	sweat
2664	τὼ ἱδρῶτε	τω ιδρωτε	2664	n-d----a-	ἱδρώς	ιδρως	sweat
2665	τοὺς ἱδρῶτᾰς	τους ιδρωτας	2665	n-p----a-	ἱδρώς	ιδρως	sweat
2666	ἱδρώς	ιδρως	2666	n-s----v-	ἱδρώς	ιδρως	sweat
2667	ἱδρῶτε	ιδρωτε	2667	n-d----v-	ἱδρώς	ιδρως	sweat
2668	ἱδρῶτες	ιδρωτες	2668	n-p----v-	ἱδρώς	ιδρως	sweat
2669	χειμερῐνοῦ	χειμερινου	2669	a-s---mgp	χειμερινός	χειμερινος	of
2670	χειμερῐνῆς	χειμερινης	2670	a-s---fgp	χειμερινός	χειμερινος	of
2671	χειμερῐνοῦ	χειμερινου	2671	a-s---ngp	χειμερινός	χειμερινος	of
2672	χειμερῐνοῖν	χειμερινοιν	2672	a-d---mgp	χειμερινός	χειμερινος	of
2673	χειμερῐναῖν	χειμεριναιν	2673	a-d---fgp	χειμερινός	χειμερινος	of
2674	χειμερῐνοῖν	χειμερινοιν	2674	a-d---ngp	χειμερινός	χειμερινος	of
2675	χειμερῐνῶν	χειμερινων	2675	a-p---mgp	χειμερινός	χειμερινος	of
2676	χειμερῐνῶν	χειμερινων	2676	a-p---fgp	χειμερινός	χειμερινος	of
2677	χειμερῐνῶν	χειμερινων	2677	a-p---ngp	χειμερινός	χειμερινος	of
2678	χειμερῐνῷ	χειμερινω	2678	a-s---mdp	χειμερινός	χειμερινος	of
2679	χειμερῐνῇ	χειμερινη	2679	a-s---fdp	χειμερινός	χειμερινος	of
2680	χειμερῐνῷ	χειμερινω	2680	a-s---ndp	χειμερινός	χειμερινος	of
2681	χειμερῐνοῖν	χειμερινοιν	2681	a-d---mdp	χειμερινός	χειμερινος	of
2682	χειμερῐναῖν	χειμεριναιν	2682	a-d---fdp	χειμερινός	χειμερινος	of
2683	χειμερῐνοῖν	χειμερινοιν	2683	a-d---ndp	χειμερινός	χειμερινος	of
2684	χειμερῐνοῖς	χειμερινοις	2684	a-p---mdp	χειμερινός	χειμερινος	of
2685	χειμερῐναῖς	χειμεριναις	2685	a-p---fdp	χειμερινός	χειμερινος	of
2686	χειμερῐνοῖς	χειμερινοις	2686	a-p---ndp	χειμερινός	χειμερινος	of
2687	χειμερῐνόν	χειμερινον	2687	a-s---map	χειμερινός	χειμερινος	of
2688	χειμερῐνήν	χειμερινην	2688	a-s---fap	χειμερινός	χειμερινος	of
2689	χειμερῐνόν	χειμερινον	2689	a-s---nap	χειμερινός	χειμερινος	of
2690	χειμερῐνώ	χειμερινω	2690	a-d---map	χειμερινός	χειμερινος	of
2691	χειμερῐνᾱ́	χειμερινα	2691	a-d---fap	χειμερινός	χειμερινος	of
2692	χειμερῐνώ	χειμερινω	2692	a-d---nap	χειμερινός	χειμερινος	of
2693	χειμερῐνούς	χειμερινους	2693	a-p---map	χειμερινός	χειμερινος	of
2694	χειμερῐνᾱ́ς	χειμερινας	2694	a-p---fap	χειμερινός	χειμερινος	of
2695	χειμερῐνᾰ́	χειμερινα	2695	a-p---nap	χειμερινός	χειμερινος	of
2696	χειμερῐνέ	χειμερινε	2696	a-s---mvp	χειμερινός	χειμερινος	of
2697	χειμερῐνή	χειμερινη	2697	a-s---fvp	χειμερινός	χειμερινος	of
2698	χειμερῐνόν	χειμερινον	2698	a-s---nvp	χειμερινός	χειμερινος	of
2699	χειμερῐνώ	χειμερινω	2699	a-d---mvp	χειμερινός	χειμερινος	of
2700	χειμερῐνᾱ́	χειμερινα	2700	a-d---fvp	χειμερινός	χειμερινος	of
2701	χειμερῐνώ	χειμερινω	2701	a-d---nvp	χειμερινός	χειμερινος	of
2702	χειμερῐνοί	χειμερινοι	2702	a-p---mvp	χειμερινός	χειμερινος	of
2703	χειμερῐναί	χειμεριναι	2703	a-p---fvp	χειμερινός	χειμερινος	of
2704	χειμερῐνᾰ́	χειμερινα	2704	a-p---nvp	χειμερινός	χειμερινος	of
2705	χειμερινός	χειμερινος	2705	a-s---mnp	χειμερινός	χειμερινος	of
2706	χειμερινή	χειμερινη	2706	a-s---fnp	χειμερινός	χειμερινος	of
2707	χειμερινό	χειμερινο	2707	a-s---nnp	χειμερινός	χειμερινος	of
2708	χειμερινές	χειμερινες	2708	a-p---mnp	χειμερινός	χειμερινος	of
2709	χειμερινά	χειμερινα	2709	a-p---fnp	χειμερινός	χειμερινος	of
2710	χειμερινού	χειμερινου	2710	a-s---mgp	χειμερινός	χειμερινος	of
2711	χειμερινής	χειμερινης	2711	a-s---fgp	χειμερινός	χειμερινος	of
2712	χειμερινού	χειμερινου	2712	a-s---ngp	χειμερινός	χειμερινος	of
2713	χειμερινών	χειμερινων	2713	a-p---mgp	χειμερινός	χειμερινος	of
2714	χειμερινών	χειμερινων	2714	a-p---fgp	χειμερινός	χειμερινος	of
2715	χειμερινό	χειμερινο	2715	a-s---map	χειμερινός	χειμερινος	of
2716	χειμερινή	χειμερινη	2716	a-s---fap	χειμερινός	χειμερινος	of
2717	χειμερινό	χειμερινο	2717	a-s---nap	χειμερινός	χειμερινος	of
2718	χειμερινές	χειμερινες	2718	a-p---map	χειμερινός	χειμερινος	of
2719	χειμερινά	χειμερινα	2719	a-p---fap	χειμερινός	χειμερινος	of
2720	χειμερινέ	χειμερινε	2720	a-s---mvp	χειμερινός	χειμερινος	of
2721	χειμερινή	χειμερινη	2721	a-s---fvp	χειμερινός	χειμερινος	of
2722	χειμερινό	χειμερινο	2722	a-s---nvp	χειμερινός	χειμερινος	of
2723	χειμερινές	χειμερινες	2723	a-p---mvp	χειμερινός	χειμερινος	of
2724	χειμερινά	χειμερινα	2724	a-p---fvp	χειμερινός	χειμερινος	of
2725	βλᾰσφήμου	βλασφημου	2725	a-s---mfgp	βλάσφημος	βλασφημος	evil-speaking
2726	βλᾰσφήμου	βλασφημου	2726	a-s---ngp	βλάσφημος	βλασφημος	evil-speaking
2727	βλᾰσφήμοιν	βλασφημοιν	2727	a-d---mfgp	βλάσφημος	βλασφημος	evil-speaking
2728	βλᾰσφήμοιν	βλασφημοιν	2728	a-d---ngp	βλάσφημος	βλασφημος	evil-speaking
2729	βλᾰσφήμων	βλασφημων	2729	a-p---mfgp	βλάσφημος	βλασφημος	evil-speaking
2730	βλᾰσφήμων	βλασφημων	2730	a-p---ngp	βλάσφημος	βλασφημος	evil-speaking
2731	βλᾰσφήμῳ	βλασφημω	2731	a-s---mfdp	βλάσφημος	βλασφημος	evil-speaking
2732	βλᾰσφήμῳ	βλασφημω	2732	a-s---ndp	βλάσφημος	βλασφημος	evil-speaking
2733	βλᾰσφήμοιν	βλασφημοιν	2733	a-d---mfdp	βλάσφημος	βλασφημος	evil-speaking
2734	βλᾰσφήμοιν	βλασφημοιν	2734	a-d---ndp	βλάσφημος	βλασφημος	evil-speaking
2735	βλᾰσφήμοις	βλασφημοις	2735	a-p---mfdp	βλάσφημος	βλασφημος	evil-speaking
2736	βλᾰσφήμοις	βλασφημοις	2736	a-p---ndp	βλάσφημος	βλασφημος	evil-speaking
2737	βλᾰ́σφημον	βλασφημον	2737	a-s---mfap	βλάσφημος	βλασφημος	evil-speaking
2738	βλᾰ́σφημον	βλασφημον	2738	a-s---nap	βλάσφημος	βλασφημος	evil-speaking
2739	βλᾰσφήμω	βλασφημω	2739	a-d---mfap	βλάσφημος	βλασφημος	evil-speaking
2740	βλᾰσφήμω	βλασφημω	2740	a-d---nap	βλάσφημος	βλασφημος	evil-speaking
2741	βλᾰσφήμους	βλασφημους	2741	a-p---mfap	βλάσφημος	βλασφημος	evil-speaking
2742	βλᾰ́σφημᾰ	βλασφημα	2742	a-p---nap	βλάσφημος	βλασφημος	evil-speaking
2743	βλᾰ́σφημε	βλασφημε	2743	a-s---mfvp	βλάσφημος	βλασφημος	evil-speaking
2744	βλᾰ́σφημον	βλασφημον	2744	a-s---nvp	βλάσφημος	βλασφημος	evil-speaking
2745	βλᾰσφήμω	βλασφημω	2745	a-d---mfvp	βλάσφημος	βλασφημος	evil-speaking
2746	βλᾰσφήμω	βλασφημω	2746	a-d---nvp	βλάσφημος	βλασφημος	evil-speaking
2747	βλᾰ́σφημοι	βλασφημοι	2747	a-p---mfvp	βλάσφημος	βλασφημος	evil-speaking
2748	βλᾰ́σφημᾰ	βλασφημα	2748	a-p---nvp	βλάσφημος	βλασφημος	evil-speaking
2749	ὁ κόρᾰξ	ο κοραξ	2749	n-s----n-	κόραξ	κοραξ	carrion-crow
2750	τὼ κόρᾰκε	τω κορακε	2750	n-d----n-	κόραξ	κοραξ	carrion-crow
2751	οἱ κόρᾰκες	οι κορακες	2751	n-p----n-	κόραξ	κοραξ	carrion-crow
2752	τοῦ κόρᾰκος	του κορακος	2752	n-s----g-	κόραξ	κοραξ	carrion-crow
2753	τοῖν κορᾰ́κοιν	τοιν κορακοιν	2753	n-d----g-	κόραξ	κοραξ	carrion-crow
2754	τῶν κορᾰ́κων	των κορακων	2754	n-p----g-	κόραξ	κοραξ	carrion-crow
2755	τῷ κόρᾰκῐ	τω κορακι	2755	n-s----d-	κόραξ	κοραξ	carrion-crow
2756	τοῖν κορᾰ́κοιν	τοιν κορακοιν	2756	n-d----d-	κόραξ	κοραξ	carrion-crow
2757	τοῖς κόρᾰξῐ	τοις κοραξι	2757	n-p----d-	κόραξ	κοραξ	carrion-crow
2758	τὸν κόρᾰκᾰ	τον κορακα	2758	n-s----a-	κόραξ	κοραξ	carrion-crow
2759	τὼ κόρᾰκε	τω κορακε	2759	n-d----a-	κόραξ	κοραξ	carrion-crow
2760	τοὺς κόρᾰκᾰς	τους κορακας	2760	n-p----a-	κόραξ	κοραξ	carrion-crow
2761	κόρᾰξ	κοραξ	2761	n-s----v-	κόραξ	κοραξ	carrion-crow
2762	κόρᾰκε	κορακε	2762	n-d----v-	κόραξ	κοραξ	carrion-crow
2763	κόρᾰκες	κορακες	2763	n-p----v-	κόραξ	κοραξ	carrion-crow
2764	ὁ αὐθέντης	ο αυθεντης	2764	n-s----n-	αὐθέντης	αυθεντης	one who does
2765	τὼ αὐθέντᾱ	τω αυθεντα	2765	n-d----n-	αὐθέντης	αυθεντης	one who does
2766	οἱ αὐθένται	οι αυθενται	2766	n-p----n-	αὐθέντης	αυθεντης	one who does
2767	τοῦ αὐθέντου	του αυθεντου	2767	n-s----g-	αὐθέντης	αυθεντης	one who does
2768	τοῖν αὐθένταιν	τοιν αυθενταιν	2768	n-d----g-	αὐθέντης	αυθεντης	one who does
2769	τῶν αὐθεντῶν	των αυθεντων	2769	n-p----g-	αὐθέντης	αυθεντης	one who does
2770	τῷ αὐθέντῃ	τω αυθεντη	2770	n-s----d-	αὐθέντης	αυθεντης	one who does
2771	τοῖν αὐθένταιν	τοιν αυθενταιν	2771	n-d----d-	αὐθέντης	αυθεντης	one who does
2772	τοῖς αὐθένταις	τοις αυθενταις	2772	n-p----d-	αὐθέντης	αυθεντης	one who does
2773	τὸν αὐθέντην	τον αυθεντην	2773	n-s----a-	αὐθέντης	αυθεντης	one who does
2774	τὼ αὐθέντᾱ	τω αυθεντα	2774	n-d----a-	αὐθέντης	αυθεντης	one who does
2775	τοὺς αὐθέντᾱς	τους αυθεντας	2775	n-p----a-	αὐθέντης	αυθεντης	one who does
2776	αὐθέντᾰ	αυθεντα	2776	n-s----v-	αὐθέντης	αυθεντης	one who does
2777	αὐθέντᾱ	αυθεντα	2777	n-d----v-	αὐθέντης	αυθεντης	one who does
2778	αὐθένται	αυθενται	2778	n-p----v-	αὐθέντης	αυθεντης	one who does
2779	ἡ σπῠρῐ́ς	η σπυρις	2779	n-s----n-	σπυρίς	σπυρις	a large basket, a creel
2780	τὼ σπῠρῐ́δε	τω σπυριδε	2780	n-d----n-	σπυρίς	σπυρις	a large basket, a creel
2781	αἱ σπῠρῐ́δες	αι σπυριδες	2781	n-p----n-	σπυρίς	σπυρις	a large basket, a creel
2782	τῆς σπῠρῐ́δος	της σπυριδος	2782	n-s----g-	σπυρίς	σπυρις	a large basket, a creel
2783	τοῖν σπῠρῐ́δοιν	τοιν σπυριδοιν	2783	n-d----g-	σπυρίς	σπυρις	a large basket, a creel
2784	τῶν σπῠρῐ́δων	των σπυριδων	2784	n-p----g-	σπυρίς	σπυρις	a large basket, a creel
2785	τῇ σπῠρῐ́δῐ	τη σπυριδι	2785	n-s----d-	σπυρίς	σπυρις	a large basket, a creel
2786	τοῖν σπῠρῐ́δοιν	τοιν σπυριδοιν	2786	n-d----d-	σπυρίς	σπυρις	a large basket, a creel
2787	ταῖς σπῠρῐ́σῐ	ταις σπυρισι	2787	n-p----d-	σπυρίς	σπυρις	a large basket, a creel
2788	τὴν σπῠρῐ́δᾰ	την σπυριδα	2788	n-s----a-	σπυρίς	σπυρις	a large basket, a creel
2789	τὼ σπῠρῐ́δε	τω σπυριδε	2789	n-d----a-	σπυρίς	σπυρις	a large basket, a creel
2790	τᾱ̀ς σπῠρῐ́δᾰς	τας σπυριδας	2790	n-p----a-	σπυρίς	σπυρις	a large basket, a creel
2791	σπῠρῐ́ς	σπυρις	2791	n-s----v-	σπυρίς	σπυρις	a large basket, a creel
2792	σπῠρῐ́δε	σπυριδε	2792	n-d----v-	σπυρίς	σπυρις	a large basket, a creel
2793	σπῠρῐ́δες	σπυριδες	2793	n-p----v-	σπυρίς	σπυρις	a large basket, a creel
2794	ὁ τένων	ο τενων	2794	n-s----n-	τένων	τενων	any tight-stretched band, a sinew, tendon
2795	τὼ τένοντε	τω τενοντε	2795	n-d----n-	τένων	τενων	any tight-stretched band, a sinew, tendon
2796	οἱ τένοντες	οι τενοντες	2796	n-p----n-	τένων	τενων	any tight-stretched band, a sinew, tendon
2797	τοῦ τένοντος	του τενοντος	2797	n-s----g-	τένων	τενων	any tight-stretched band, a sinew, tendon
2798	τοῖν τενόντοιν	τοιν τενοντοιν	2798	n-d----g-	τένων	τενων	any tight-stretched band, a sinew, tendon
2799	τῶν τενόντων	των τενοντων	2799	n-p----g-	τένων	τενων	any tight-stretched band, a sinew, tendon
2800	τῷ τένοντῐ	τω τενοντι	2800	n-s----d-	τένων	τενων	any tight-stretched band, a sinew, tendon
2801	τοῖν τενόντοιν	τοιν τενοντοιν	2801	n-d----d-	τένων	τενων	any tight-stretched band, a sinew, tendon
2802	τοῖς τένουσῐ	τοις τενουσι	2802	n-p----d-	τένων	τενων	any tight-stretched band, a sinew, tendon
2803	τὸν τένοντᾰ	τον τενοντα	2803	n-s----a-	τένων	τενων	any tight-stretched band, a sinew, tendon
2804	τὼ τένοντε	τω τενοντε	2804	n-d----a-	τένων	τενων	any tight-stretched band, a sinew, tendon
2805	τοὺς τένοντᾰς	τους τενοντας	2805	n-p----a-	τένων	τενων	any tight-stretched band, a sinew, tendon
2806	τένον	τενον	2806	n-s----v-	τένων	τενων	any tight-stretched band, a sinew, tendon
2807	τένοντε	τενοντε	2807	n-d----v-	τένων	τενων	any tight-stretched band, a sinew, tendon
2808	τένοντες	τενοντες	2808	n-p----v-	τένων	τενων	any tight-stretched band, a sinew, tendon
2809	ὁ βρᾰ́γχος	ο βραγχος	2809	n-s----n-	βράγχος	βραγχος	hoarseness
2810	τὼ βρᾰ́γχω	τω βραγχω	2810	n-d----n-	βράγχος	βραγχος	hoarseness
2811	οἱ βρᾰ́γχοι	οι βραγχοι	2811	n-p----n-	βράγχος	βραγχος	hoarseness
2812	τοῦ βρᾰ́γχου	του βραγχου	2812	n-s----g-	βράγχος	βραγχος	hoarseness
2813	τοῖν βρᾰ́γχοιν	τοιν βραγχοιν	2813	n-d----g-	βράγχος	βραγχος	hoarseness
2814	τῶν βρᾰ́γχων	των βραγχων	2814	n-p----g-	βράγχος	βραγχος	hoarseness
2815	τῷ βρᾰ́γχῳ	τω βραγχω	2815	n-s----d-	βράγχος	βραγχος	hoarseness
2816	τοῖν βρᾰ́γχοιν	τοιν βραγχοιν	2816	n-d----d-	βράγχος	βραγχος	hoarseness
2817	τοῖς βρᾰ́γχοις	τοις βραγχοις	2817	n-p----d-	βράγχος	βραγχος	hoarseness
2818	τὸν βρᾰ́γχον	τον βραγχον	2818	n-s----a-	βράγχος	βραγχος	hoarseness
2819	τὼ βρᾰ́γχω	τω βραγχω	2819	n-d----a-	βράγχος	βραγχος	hoarseness
2820	τοὺς βρᾰ́γχους	τους βραγχους	2820	n-p----a-	βράγχος	βραγχος	hoarseness
2821	βρᾰ́γχε	βραγχε	2821	n-s----v-	βράγχος	βραγχος	hoarseness
2822	βρᾰ́γχω	βραγχω	2822	n-d----v-	βράγχος	βραγχος	hoarseness
2823	βρᾰ́γχοι	βραγχοι	2823	n-p----v-	βράγχος	βραγχος	hoarseness
2824	ὁ νῐπτήρ	ο νιπτηρ	2824	n-s----n-	νιπτήρ	νιπτηρ	a washing vessel, basin
2825	τὼ νῐπτῆρε	τω νιπτηρε	2825	n-d----n-	νιπτήρ	νιπτηρ	a washing vessel, basin
2826	οἱ νῐπτῆρες	οι νιπτηρες	2826	n-p----n-	νιπτήρ	νιπτηρ	a washing vessel, basin
2827	τοῦ νῐπτῆρος	του νιπτηρος	2827	n-s----g-	νιπτήρ	νιπτηρ	a washing vessel, basin
2828	τοῖν νῐπτήροιν	τοιν νιπτηροιν	2828	n-d----g-	νιπτήρ	νιπτηρ	a washing vessel, basin
2829	τῶν νῐπτήρων	των νιπτηρων	2829	n-p----g-	νιπτήρ	νιπτηρ	a washing vessel, basin
2830	τῷ νῐπτῆρῐ	τω νιπτηρι	2830	n-s----d-	νιπτήρ	νιπτηρ	a washing vessel, basin
2831	τοῖν νῐπτήροιν	τοιν νιπτηροιν	2831	n-d----d-	νιπτήρ	νιπτηρ	a washing vessel, basin
2832	τοῖς νῐπτῆρσῐ	τοις νιπτηρσι	2832	n-p----d-	νιπτήρ	νιπτηρ	a washing vessel, basin
2833	τὸν νῐπτῆρᾰ	τον νιπτηρα	2833	n-s----a-	νιπτήρ	νιπτηρ	a washing vessel, basin
2834	τὼ νῐπτῆρε	τω νιπτηρε	2834	n-d----a-	νιπτήρ	νιπτηρ	a washing vessel, basin
2835	τοὺς νῐπτῆρᾰς	τους νιπτηρας	2835	n-p----a-	νιπτήρ	νιπτηρ	a washing vessel, basin
2836	νῐπτήρ	νιπτηρ	2836	n-s----v-	νιπτήρ	νιπτηρ	a washing vessel, basin
2837	νῐπτῆρε	νιπτηρε	2837	n-d----v-	νιπτήρ	νιπτηρ	a washing vessel, basin
2838	νῐπτῆρες	νιπτηρες	2838	n-p----v-	νιπτήρ	νιπτηρ	a washing vessel, basin
2839	ζητητῐκοῦ	ζητητικου	2839	a-s---mgp	ζητητικός	ζητητικος	disposed to search
2840	ζητητῐκῆς	ζητητικης	2840	a-s---fgp	ζητητικός	ζητητικος	disposed to search
2841	ζητητῐκοῦ	ζητητικου	2841	a-s---ngp	ζητητικός	ζητητικος	disposed to search
2842	ζητητῐκοῖν	ζητητικοιν	2842	a-d---mgp	ζητητικός	ζητητικος	disposed to search
2843	ζητητῐκαῖν	ζητητικαιν	2843	a-d---fgp	ζητητικός	ζητητικος	disposed to search
2844	ζητητῐκοῖν	ζητητικοιν	2844	a-d---ngp	ζητητικός	ζητητικος	disposed to search
2845	ζητητῐκῶν	ζητητικων	2845	a-p---mgp	ζητητικός	ζητητικος	disposed to search
2846	ζητητῐκῶν	ζητητικων	2846	a-p---fgp	ζητητικός	ζητητικος	disposed to search
2847	ζητητῐκῶν	ζητητικων	2847	a-p---ngp	ζητητικός	ζητητικος	disposed to search
2848	ζητητῐκῷ	ζητητικω	2848	a-s---mdp	ζητητικός	ζητητικος	disposed to search
2849	ζητητῐκῇ	ζητητικη	2849	a-s---fdp	ζητητικός	ζητητικος	disposed to search
2850	ζητητῐκῷ	ζητητικω	2850	a-s---ndp	ζητητικός	ζητητικος	disposed to search
2851	ζητητῐκοῖν	ζητητικοιν	2851	a-d---mdp	ζητητικός	ζητητικος	disposed to search
2852	ζητητῐκαῖν	ζητητικαιν	2852	a-d---fdp	ζητητικός	ζητητικος	disposed to search
2853	ζητητῐκοῖν	ζητητικοιν	2853	a-d---ndp	ζητητικός	ζητητικος	disposed to search
2854	ζητητῐκοῖς	ζητητικοις	2854	a-p---mdp	ζητητικός	ζητητικος	disposed to search
2855	ζητητῐκαῖς	ζητητικαις	2855	a-p---fdp	ζητητικός	ζητητικος	disposed to search
2856	ζητητῐκοῖς	ζητητικοις	2856	a-p---ndp	ζητητικός	ζητητικος	disposed to search
2857	ζητητῐκόν	ζητητικον	2857	a-s---map	ζητητικός	ζητητικος	disposed to search
2858	ζητητῐκήν	ζητητικην	2858	a-s---fap	ζητητικός	ζητητικος	disposed to search
2859	ζητητῐκόν	ζητητικον	2859	a-s---nap	ζητητικός	ζητητικος	disposed to search
2860	ζητητῐκώ	ζητητικω	2860	a-d---map	ζητητικός	ζητητικος	disposed to search
2861	ζητητῐκᾱ́	ζητητικα	2861	a-d---fap	ζητητικός	ζητητικος	disposed to search
2862	ζητητῐκώ	ζητητικω	2862	a-d---nap	ζητητικός	ζητητικος	disposed to search
2863	ζητητῐκούς	ζητητικους	2863	a-p---map	ζητητικός	ζητητικος	disposed to search
2864	ζητητῐκᾱ́ς	ζητητικας	2864	a-p---fap	ζητητικός	ζητητικος	disposed to search
2865	ζητητῐκᾰ́	ζητητικα	2865	a-p---nap	ζητητικός	ζητητικος	disposed to search
2866	ζητητῐκέ	ζητητικε	2866	a-s---mvp	ζητητικός	ζητητικος	disposed to search
2867	ζητητῐκή	ζητητικη	2867	a-s---fvp	ζητητικός	ζητητικος	disposed to search
2868	ζητητῐκόν	ζητητικον	2868	a-s---nvp	ζητητικός	ζητητικος	disposed to search
2869	ζητητῐκώ	ζητητικω	2869	a-d---mvp	ζητητικός	ζητητικος	disposed to search
2870	ζητητῐκᾱ́	ζητητικα	2870	a-d---fvp	ζητητικός	ζητητικος	disposed to search
2871	ζητητῐκώ	ζητητικω	2871	a-d---nvp	ζητητικός	ζητητικος	disposed to search
2872	ζητητῐκοί	ζητητικοι	2872	a-p---mvp	ζητητικός	ζητητικος	disposed to search
2873	ζητητῐκαί	ζητητικαι	2873	a-p---fvp	ζητητικός	ζητητικος	disposed to search
2874	ζητητῐκᾰ́	ζητητικα	2874	a-p---nvp	ζητητικός	ζητητικος	disposed to search
2875	τρίπλευρος	τριπλευρος	2875	a-s---mnp	τρίπλευρος	τριπλευρος	three-sided.
2876	τρίπλευρη	τριπλευρη	2876	a-s---fnp	τρίπλευρος	τριπλευρος	three-sided.
2877	τρίπλευρο	τριπλευρο	2877	a-s---nnp	τρίπλευρος	τριπλευρος	three-sided.
2878	τρίπλευρες	τριπλευρες	2878	a-p---mnp	τρίπλευρος	τριπλευρος	three-sided.
2879	τρίπλευρα	τριπλευρα	2879	a-p---fnp	τρίπλευρος	τριπλευρος	three-sided.
2880	τρίπλευρου	τριπλευρου	2880	a-s---mgp	τρίπλευρος	τριπλευρος	three-sided.
2881	τρίπλευρης	τριπλευρης	2881	a-s---fgp	τρίπλευρος	τριπλευρος	three-sided.
2882	τρίπλευρου	τριπλευρου	2882	a-s---ngp	τρίπλευρος	τριπλευρος	three-sided.
2883	τρίπλευρων	τριπλευρων	2883	a-p---mgp	τρίπλευρος	τριπλευρος	three-sided.
2884	τρίπλευρων	τριπλευρων	2884	a-p---fgp	τρίπλευρος	τριπλευρος	three-sided.
2885	τρίπλευρο	τριπλευρο	2885	a-s---map	τρίπλευρος	τριπλευρος	three-sided.
2886	τρίπλευρη	τριπλευρη	2886	a-s---fap	τρίπλευρος	τριπλευρος	three-sided.
2887	τρίπλευρο	τριπλευρο	2887	a-s---nap	τρίπλευρος	τριπλευρος	three-sided.
2888	τρίπλευρες	τριπλευρες	2888	a-p---map	τρίπλευρος	τριπλευρος	three-sided.
2889	τρίπλευρα	τριπλευρα	2889	a-p---fap	τρίπλευρος	τριπλευρος	three-sided.
2890	τρίπλευρε	τριπλευρε	2890	a-s---mvp	τρίπλευρος	τριπλευρος	three-sided.
2891	τρίπλευρη	τριπλευρη	2891	a-s---fvp	τρίπλευρος	τριπλευρος	three-sided.
